"cid","tid","TARGETID","UNIPROID","TARGNAME","GENENAME","TARGTYPE","BIOCLASS"
4906,"D06LYG","T39716","SCN5A_HUMAN","Voltage-gated sodium channel alpha Nav1.5 (SCN5A)","SCN5A","Successful target","Voltage-gated ion channel"
7550,"D09KKU","T84631","FA10_HUMAN","Coagulation factor Xa (F10)","F10","Successful target","Peptidase"
5572,"D09GFL","T51408","ADRB3_HUMAN","Adrenergic receptor beta-3 (ADRB3)","ADRB3","Successful target","GPCR rhodopsin"
5572,"D09GFL","T28893","ACM1_HUMAN","Muscarinic acetylcholine receptor M1 (CHRM1)","CHRM1","Successful target","GPCR rhodopsin"
2153,"D0DF2M; D0F8RA","T65116","5NTD_HUMAN","Ecto-5'-nucleotidase (CD73)","NT5E","Clinical trial target","Phosphoric monoester hydrolase"
2153,"D0DF2M; D0F8RA","T25663",NA,"Adenosine receptor (ADOR)",NA,NA,"GPCR rhodopsin"
5537,"D01FRF","T07663","PDE5A_HUMAN","Phosphodiesterase 5A (PDE5A)","PDE5A","Successful target","Phosphoric diester hydrolase"
5413,"D06PZZ","T17569","KCNA5_HUMAN","Voltage-gated potassium channel Kv1.5 (KCNA5)","KCNA5","Successful target","Voltage-gated ion channel"
5413,"D06PZZ","T39676","S47A1_HUMAN","Solute carrier family 47 member 1 (SLC47A1)","SLC47A1","Successful target",NA
5413,"D06PZZ","T54132","KCNQ3_HUMAN","Voltage-gated potassium channel Kv7.3 (KCNQ3)","KCNQ3","Clinical trial target","Voltage-gated ion channel"
5413,"D06PZZ","T76914","KCNA3_HUMAN","Voltage-gated potassium channel Kv1.3 (KCNA3)","KCNA3","Clinical trial target","Voltage-gated ion channel"
5413,"D06PZZ","T67063","KCMB4_HUMAN","Charybdotoxin receptor beta-4 (BKbeta4)","KCNMB4","Clinical trial target",NA
5413,"D06PZZ","T86271","KCNN2_HUMAN","Calcium-activated potassium channel KCa2.2 (KCNN2)","KCNN2","Clinical trial target","Voltage-gated ion channel"
5413,"D06PZZ","T02262","KCNT1_HUMAN","Calcium-activated potassium channel KCa4.1 (KCNT1)","KCNT1","Clinical trial target","Voltage-gated ion channel"
5413,"D06PZZ","T78318","KCNT2_HUMAN","Calcium-activated potassium channel KCa4.2 (KCNT2)","KCNT2","Clinical trial target","Voltage-gated ion channel"
5413,"D06PZZ","T11911","KCNN1_HUMAN","Calcium-activated potassium channel KCa2.1 (KCNN1)","KCNN1","Clinical trial target","Voltage-gated ion channel"
5413,"D06PZZ","T04388","KCNN3_HUMAN","Calcium-activated potassium channel KCa2.3 (KCNN3)","KCNN3","Clinical trial target","Voltage-gated ion channel"
5413,"D06PZZ","T55916","KCNQ4_HUMAN","Voltage-gated potassium channel Kv7.4 (KCNQ4)","KCNQ4","Literature-reported target","Voltage-gated ion channel"
5413,"D06PZZ","T74483","KCNQ2_HUMAN","Voltage-gated potassium channel Kv7.2 (KCNQ2)","KCNQ2","Literature-reported target","Voltage-gated ion channel"
5413,"D06PZZ","T28858","KCNC3_HUMAN","Voltage-gated potassium channel Kv3.3 (KCNC3)","KCNC3","Literature-reported target","Voltage-gated ion channel"
5413,"D06PZZ","T31882","KCA10_HUMAN","Voltage-gated potassium channel Kv1.8 (KCNA10)","KCNA10","Literature-reported target","Voltage-gated ion channel"
5413,"D06PZZ","T65932","KCNB2_HUMAN","Voltage-gated potassium channel Kv2.2 (KCNB2)","KCNB2","Literature-reported target","Voltage-gated ion channel"
5413,"D06PZZ","T13394","KCNC2_HUMAN","Voltage-gated potassium channel Kv3.2 (KCNC2)","KCNC2","Literature-reported target","Voltage-gated ion channel"
5413,"D06PZZ","T84737","KCNA7_HUMAN","Voltage-gated potassium channel Kv1.7 (KCNA7)","KCNA7","Literature-reported target","Voltage-gated ion channel"
5413,"D06PZZ","T90905","KCND1_HUMAN","Voltage-gated potassium channel Kv4.1 (KCND1)","KCND1","Literature-reported target","Voltage-gated ion channel"
5413,"D06PZZ","T78127","S47A2_HUMAN","Multidrug and toxin extrusion protein 2 (MATE2)","SLC47A2","Literature-reported target",NA
4914,"D0TZ1G","T64591","5HT3A_HUMAN","5-HT 3A receptor (HTR3A)","HTR3A","Successful target","GPCR rhodopsin"
6917803,"D06NRX","T86679","AA2BR_HUMAN","Adenosine A2b receptor (ADORA2B)","ADORA2B","Successful target","GPCR rhodopsin"
5403,"D0M8RC","T52522","ADRB2_HUMAN","Adrenergic receptor beta-2 (ADRB2)","ADRB2","Successful target","GPCR rhodopsin"
5584,"D00HZV","T21945","SC6A2_HUMAN","Norepinephrine transporter (NET)","SLC6A2","Successful target","Neurotransmitter:sodium symporter"
5328779,"D0GZ7B","T08391","JAK2_HUMAN","Janus kinase 2 (JAK-2)","JAK2","Successful target","Kinase"
5328779,"D0GZ7B","T23172","JAK3_HUMAN","Janus kinase 3 (JAK-3)","JAK3","Successful target","Kinase"
5289501,"D0G6JM","T61657","RARB_HUMAN","Retinoic acid receptor beta (RARB)","RARB","Successful target","Nuclear hormone receptor"
6603904,"D09ZUW","T92609","ADA1A_HUMAN","Adrenergic receptor alpha-1A (ADRA1A)","ADRA1A","Successful target","GPCR rhodopsin"
5546,"D00NKB","T52173","SCNNA_HUMAN; SCNNB_HUMAN; SCNNG_HUMAN; SCNND_HUMAN","Amiloride-sensitive sodium channel (ENaC)","SCNN1A; SCNN1B; SCNN1G; SCNN1D","Successful target","Epithelial sodium channel"
1641,"D02HNM","T42446","GABR1_HUMAN; GABR2_HUMAN","Gamma-aminobutyric acid B receptor (GABBR)","GABBR1; GABBR2","Successful target","GPCR glutamate"
4780,"D0H4NK","T64591","5HT3A_HUMAN","5-HT 3A receptor (HTR3A)","HTR3A","Successful target","GPCR rhodopsin"
4780,"D0H4NK","T58940","5HT3B_HUMAN","5-HT 3B receptor (HTR3B)","HTR3B","Discontinued target","GPCR rhodopsin"
72124,"D0Q7VI","T33754",NA,"Phosphodiesterase 3 (PDE3)",NA,NA,"Phosphoric diester hydrolase"
4847,"D00PEU","T79062","5HT7R_HUMAN","5-HT 7 receptor (HTR7)","HTR7","Clinical trial target","GPCR rhodopsin"
5288600,"D0UN8H","T99989","KC1E_HUMAN","Casein kinase I epsilon (CSNK1E)","CSNK1E",NA,"Kinase"
2051,"D0ZH1U","T59328","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","EGFR","Successful target","Kinase"
2051,"D0ZH1U","T65864","MK14_HUMAN","Stress-activated protein kinase 2a (p38 alpha)","MAPK14","Clinical trial target","Kinase"
5419,"D05IHU","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
5429,"D09QNH; D0I0DS","T65116","5NTD_HUMAN","Ecto-5'-nucleotidase (CD73)","NT5E","Clinical trial target","Phosphoric monoester hydrolase"
8955,"D0B4RU","T72841","ERR1_HUMAN","Estrogen-related receptor-alpha (ESRRA)","ESRRA","Successful target","Nuclear hormone receptor"
4881,"D07QYU","T82083","P2RY4_HUMAN","P2Y purinoceptor 4 (P2RY4)","P2RY4","Discontinued target",NA
4881,"D07QYU","T67818","P2RY1_HUMAN","P2Y purinoceptor 1 (P2RY1)","P2RY1","Literature-reported target","GPCR rhodopsin"
4881,"D07QYU","T35664","P2Y13_HUMAN","P2Y purinoceptor 13 (P2RY13)","P2RY13","Literature-reported target",NA
4779,"D0AD1L","T55285","GLRA1_HUMAN; GLRA2_HUMAN; GLRA3_HUMAN; GLRA4_HUMAN; GLRB_HUMAN","Glycine receptor (GlyR)","GLRA1; GLRA2; GLRA3; GLRA4; GLRB","Successful target","Neurotransmitter receptor"
4713,"D9ILC1","T35940","MP2K1_HUMAN","ERK activator kinase 1 (MEK1)","MAP2K1","Clinical trial target","Kinase"
4713,"D9ILC1","T89055","MP2K2_HUMAN","ERK activator kinase 2 (MEK2)","MAP2K2","Clinical trial target","Kinase"
5401,"D0P9RF","T53381","ADA1D_HUMAN","Adrenergic receptor alpha-1D (ADRA1D)","ADRA1D","Successful target","GPCR rhodopsin"
3645619,"D0G8VU","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
5312137,"D0CE3R","T12499","LCK_HUMAN","LCK tyrosine protein kinase (LCK)","LCK","Successful target","Kinase"
5312137,"D0CE3R","T85943","SRC_HUMAN","Proto-oncogene c-Src (SRC)","SRC","Successful target","Kinase"
5312137,"D0CE3R","T97592","AURKC_HUMAN","Aurora kinase C (AURKC)","AURKC","Clinical trial target","Kinase"
5312137,"D0CE3R","T77764","AURKB_HUMAN","Aurora B messenger RNA (AURKB mRNA)","AURKB","Clinical trial target","mRNA target"
5312137,"D0CE3R","T38875","AAPK1_HUMAN; AAKB1_HUMAN; AAKG1_HUMAN","AMP-activated protein kinase (AMPK)","PRKAA1; PRKAB1; PRKAG1","Clinical trial target","Kinase"
1066,"D0L8CF","T44515","NADC_MYCTU","Mycobacterium Nicotinate-nucleotide pyrophosphorylase (MycB nadC)","MycB nadC","Literature-reported target","Pentosyltransferase"
5280343,"D0K8KX; D0Y3DN","T30653","PCAT1_HUMAN; PCAT2_HUMAN","Acetyl-CoA:lyso-PAF acetyltransferase (PCAT)","LPCAT1; LPCAT2","Successful target",NA
5280343,"D0K8KX; D0Y3DN","T29130","STAT3_HUMAN","Signal transducer and activator of transcription 3 (STAT3)","STAT3","Successful target","Transcription factor"
40539,"D06DUE","T97071","FOLH1_HUMAN","Glutamate carboxypeptidase II (GCPII)","FOLH1","Successful target","Peptidase"
40539,"D06DUE","T73495","GRIK1_HUMAN","Glutamate receptor ionotropic kainate 1 (GRIK1)","GRIK1","Successful target","Glutamate-gated ion channel"
40539,"D06DUE","T99347","GRM5_HUMAN","Metabotropic glutamate receptor 5 (mGluR5)","GRM5","Clinical trial target","GPCR glutamate"
40539,"D06DUE","T62820","GRM2_HUMAN","Metabotropic glutamate receptor 2 (mGluR2)","GRM2","Clinical trial target","GPCR glutamate"
40539,"D06DUE","T02719","GRM3_HUMAN","Metabotropic glutamate receptor 3 (mGluR3)","GRM3","Clinical trial target","GPCR glutamate"
40539,"D06DUE","T27137","GRM1_HUMAN","Metabotropic glutamate receptor 1 (mGluR1)","GRM1","Discontinued target","GPCR glutamate"
40539,"D06DUE","T77548","GRM8_HUMAN","Metabotropic glutamate receptor 8 (mGluR8)","GRM8","Literature-reported target","GPCR glutamate"
40539,"D06DUE","T61243","GRM7_HUMAN","Metabotropic glutamate receptor 7 (mGluR7)","GRM7","Literature-reported target","GPCR glutamate"
864,"D0P6PQ","T30082","ACES_HUMAN","Acetylcholinesterase (AChE)","ACHE","Successful target","Carboxylic ester hydrolase"
864,"D0P6PQ","T66665","PGH2_HUMAN","Prostaglandin G/H synthase 2 (COX-2)","PTGS2","Successful target","Paired donor oxygen oxidoreductase"
3132,"D0PB5Q","T05409","NEP_HUMAN","Neutral endopeptidase (MME)","MME","Clinical trial target","Peptidase"
31307,"D03BLF","T40016","GCR_HUMAN","Glucocorticoid receptor (NR3C1)","NR3C1","Successful target","Nuclear hormone receptor"
33624,"D05UVD","T44068","ADRB1_HUMAN","Adrenergic receptor beta-1 (ADRB1)","ADRB1","Successful target","GPCR rhodopsin"
237,"D0O2DQ","T31479","PA21B_HUMAN","Phospholipase A2 (PLA2G1B)","PLA2G1B","Successful target","Carboxylic ester hydrolase"
54562,"D0H2WQ","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
54562,"D0H2WQ","T22118","DRD1_HUMAN","Dopamine D1 receptor (D1R)","DRD1","Successful target","GPCR rhodopsin"
54562,"D0H2WQ","T24983","DRD4_HUMAN","Dopamine D4 receptor (D4R)","DRD4","Successful target","GPCR rhodopsin"
54562,"D0H2WQ","T02551","DRD3_HUMAN","Dopamine D3 receptor (D3R)","DRD3","Successful target","GPCR rhodopsin"
57242,"D0Z2WQ","T02551","DRD3_HUMAN","Dopamine D3 receptor (D3R)","DRD3","Successful target","GPCR rhodopsin"
5282443,"D0E8CI","T77913","HRH1_HUMAN","Histamine H1 receptor (H1R)","HRH1","Successful target","GPCR rhodopsin"
5328804,"D02KVB","T59328","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","EGFR","Successful target","Kinase"
2063,"D0H3UI","T59328","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","EGFR","Successful target","Kinase"
2052,"D0A0JL","T59328","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","EGFR","Successful target","Kinase"
2061,"D02BUW","T12499","LCK_HUMAN","LCK tyrosine protein kinase (LCK)","LCK","Successful target","Kinase"
33572,"D00LFB","T52522","ADRB2_HUMAN","Adrenergic receptor beta-2 (ADRB2)","ADRB2","Successful target","GPCR rhodopsin"
5035,"D01XBA","T89534","ESR1_HUMAN","Estrogen receptor (ESR)","ESR1","Successful target","Nuclear hormone receptor"
444795,"D02DGU","T82146","RARG_HUMAN","Retinoic acid receptor gamma (RARG)","RARG","Successful target","Nuclear hormone receptor"
444795,"D02DGU","T11822",NA,"Retinoic acid receptor (RAR)",NA,NA,NA
5282379,"D00DKK","T11822",NA,"Retinoic acid receptor (RAR)",NA,NA,NA
5095,"D0R9EQ","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
5095,"D0R9EQ","T02551","DRD3_HUMAN","Dopamine D3 receptor (D3R)","DRD3","Successful target","GPCR rhodopsin"
445154,"D0U3EP","T60529","PGH1_HUMAN","Prostaglandin G/H synthase 1 (COX-1)","PTGS1","Successful target","Paired donor oxygen oxidoreductase"
445154,"D0U3EP","T14731","SIR1_HUMAN","NAD-dependent deacetylase sirtuin-1 (SIRT1)","SIRT1","Clinical trial target","Carbon-nitrogen hydrolase"
36314,"D0C4RB; D00ZBZ; D0S1FM","T31309","BCL2_HUMAN","Apoptosis regulator Bcl-2 (BCL-2)","BCL2","Successful target","B-cell lymphoma Bcl-2"
36314,"D0C4RB; D00ZBZ; D0S1FM","T68536",NA,"Tubulin beta (TUBB)",NA,NA,"Tubulin family"
36314,"D0C4RB; D00ZBZ; D0S1FM","T11253","HSPB1_HUMAN","HSPB1 messenger RNA (HSPB1 mRNA)","HSPB1","Discontinued target","mRNA target"
36314,"D0C4RB; D00ZBZ; D0S1FM","T47387","BCL2_HUMAN","BCL-2 messenger RNA (BCL2 mRNA)","BCL2","Clinical trial target","mRNA target"
5411,"D08HQK","T43739","SCNAA_HUMAN","Voltage-gated sodium channel alpha Nav1.8 (SCN10A)","SCN10A","Successful target","Voltage-gated ion channel"
667601,"D0Q3GG","T59328","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","EGFR","Successful target","Kinase"
667601,"D0Q3GG","T96788","ERBB2_HUMAN","ERBB2 messenger RNA (HER2 mRNA)","ERBB2","Clinical trial target","mRNA target"
5328760,"D0NH7M","T59328","EGFR_HUMAN","Epidermal growth factor receptor (EGFR)","EGFR","Successful target","Kinase"
5578,"D0AO5H","T17345","DYR_HUMAN","Dihydrofolate reductase (DHFR)","DHFR","Successful target","CH-NH donor oxidoreductase"
5059,"D0O8ZE","T00140","LOX5_HUMAN","Arachidonate 5-lipoxygenase (5-LOX)","ALOX5","Successful target","Oxygenase"
5281847,"D0QR0U; D0R1JI","T05387","TGM2_HUMAN","Tissue transglutaminase (TG2)","TGM2","Preclinical target","Acyltransferase"
5281847,"D0QR0U; D0R1JI","T88318",NA,"Protein kinase C (PRKC)",NA,"Clinical trial target","Kinase"
56959,"D03HYQ","T89034","PLMN_HUMAN","Plasminogen (PLG)","PLG","Successful target","Peptidase"
5092,"D0T5PO","T07663","PDE5A_HUMAN","Phosphodiesterase 5A (PDE5A)","PDE5A","Successful target","Phosphoric diester hydrolase"
5092,"D0T5PO","T61744","PDE4A_HUMAN","Phosphodiesterase 4A (PDE4A)","PDE4A","Successful target","Phosphoric diester hydrolase"
5092,"D0T5PO","T02001","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","PDE4D","Successful target","Phosphoric diester hydrolase"
5092,"D0T5PO","T10265","PDE4B_HUMAN","Phosphodiesterase 4B (PDE4B)","PDE4B","Clinical trial target","Phosphoric diester hydrolase"
6604887,"D0K0DB","T76414","NMDE2_HUMAN","Glutamate receptor ionotropic NMDA 2B (NMDAR2B)","GRIN2B","Successful target","Glutamate-gated ion channel"
445114,"D09NAJ","T05409","NEP_HUMAN","Neutral endopeptidase (MME)","MME","Clinical trial target","Peptidase"
445114,"D09NAJ","T70071",NA,"Endothelin-converting enzyme (ECE)",NA,"Clinical trial target",NA
5368,"D0LZ5R","T07663","PDE5A_HUMAN","Phosphodiesterase 5A (PDE5A)","PDE5A","Successful target","Phosphoric diester hydrolase"
671690,"D0V3GT","T64591","5HT3A_HUMAN","5-HT 3A receptor (HTR3A)","HTR3A","Successful target","GPCR rhodopsin"
671690,"D0V3GT","T36059","AA3R_HUMAN","Adenosine A3 receptor (ADORA3)","ADORA3","Clinical trial target","GPCR rhodopsin"
671690,"D0V3GT","T58940","5HT3B_HUMAN","5-HT 3B receptor (HTR3B)","HTR3B","Discontinued target","GPCR rhodopsin"
5566,"D0R4OM","T39610","CALM1_HUMAN; CALM2_HUMAN; CALM3_HUMAN","Calmodulin (CALM)","CALM","Successful target","Calmodulin-dependent secretion"
4234241,"D0W1AW","T93511","PHLN_BURPS","Bacterial Phosphatidylcholine-specificphospholipase C (Bact plcN)","Bact plcN","Literature-reported target","Phosphoric diester hydrolase"
108094,"D08KLH","T11448","ADA2A_HUMAN","Adrenergic receptor alpha-2A (ADRA2A)","ADRA2A","Successful target","GPCR rhodopsin"
108094,"D08KLH","T41580","ADA2B_HUMAN","Adrenergic receptor alpha-2B (ADRA2B)","ADRA2B","Successful target","GPCR rhodopsin"
108094,"D08KLH","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
108094,"D08KLH","T92609","ADA1A_HUMAN","Adrenergic receptor alpha-1A (ADRA1A)","ADRA1A","Successful target","GPCR rhodopsin"
108094,"D08KLH","T53381","ADA1D_HUMAN","Adrenergic receptor alpha-1D (ADRA1D)","ADRA1D","Successful target","GPCR rhodopsin"
108094,"D08KLH","T29500","ADA1B_HUMAN","Adrenergic receptor alpha-1B (ADRA1B)","ADRA1B","Successful target","GPCR rhodopsin"
37542,"D0H3WI","T40111","IMDH1_HUMAN","Inosine-5'-monophosphate dehydrogenase 1 (IMPDH1)","IMPDH1","Successful target","CH-OH donor oxidoreductase"
643606,"D0Z7EA","T31204","5HT2B_HUMAN","5-HT 2B receptor (HTR2B)","HTR2B","Successful target","GPCR rhodopsin"
643606,"D0Z7EA","T41580","ADA2B_HUMAN","Adrenergic receptor alpha-2B (ADRA2B)","ADRA2B","Successful target","GPCR rhodopsin"
643606,"D0Z7EA","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
643606,"D0Z7EA","T31424",NA,"Adrenergic receptor Alpha-2 (ADRA2)",NA,NA,"GPCR rhodopsin"
2733526,"D07KSG","T89534","ESR1_HUMAN","Estrogen receptor (ESR)","ESR1","Successful target","Nuclear hormone receptor"
5593,"D09PNY","T20709","ACM4_HUMAN","Muscarinic acetylcholine receptor M4 (CHRM4)","CHRM4","Successful target","GPCR rhodopsin"
3448,"D00EEL","T27376","GBRD_HUMAN","GABA(A) receptor delta (GABRD)","GABRD","Successful target","Ligand-gated ion channel"
5567,"D0I8FV","T05114","CMA1_HUMAN","Chymase (CYM)","CMA1","Clinical trial target","Peptidase"
5567,"D0I8FV","T47941",NA,"Phosphodiesterase 4 (PDE4)",NA,NA,"Phosphoric diester hydrolase"
5073,"D01AZG","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
68712,"D06OFS","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
5311064,"D0Q9ON","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
5387,"D0FX4J","T28893","ACM1_HUMAN","Muscarinic acetylcholine receptor M1 (CHRM1)","CHRM1","Successful target","GPCR rhodopsin"
5387,"D0FX4J","T09130",NA,"Muscarinic acetylcholine receptor (CHRM)",NA,NA,NA
5426,"D0U7GK; D00DDR","T20178","TNFA_HUMAN","Tumor necrosis factor (TNF)","TNF","Successful target","Cytokine: tumor necrosis factor"
5426,"D0U7GK; D00DDR","T47387","BCL2_HUMAN","BCL-2 messenger RNA (BCL2 mRNA)","BCL2","Clinical trial target","mRNA target"
3353976,"D0E0QG","T06046","NOS3_HUMAN","Nitric-oxide synthase endothelial (NOS3)","NOS3","Clinical trial target","Paired donor oxygen oxidoreductase"
3353976,"D0E0QG","T16117","NOS1_HUMAN","Nitric-oxide synthase brain (NOS1)","NOS1","Clinical trial target","Paired donor oxygen oxidoreductase"
3353976,"D0E0QG","T02703","NOS2_HUMAN","Nitric-oxide synthase inducible (NOS2)","NOS2","Clinical trial target","Paired donor oxygen oxidoreductase"
5521,"D0U4HM","T11858","GBRR3_HUMAN","GABA(A) receptor rho3 (GABRR3)","GABRR3","Literature-reported target",NA
5521,"D0U4HM","T99665","GBRR1_HUMAN","GABA(A) receptor rho1 (GABRR1)","GABRR1","Literature-reported target",NA
5521,"D0U4HM","T90682","GBRR2_HUMAN","GABA(A) receptor rho2 (GABRR2)","GABRR2","Literature-reported target",NA
5312145,"D0P8JA","T16691","5HT6R_HUMAN","5-HT 6 receptor (HTR6)","HTR6","Clinical trial target","GPCR rhodopsin"
5253,"D04VMT","T44068","ADRB1_HUMAN","Adrenergic receptor beta-1 (ADRB1)","ADRB1","Successful target","GPCR rhodopsin"
11953895,"D07XVR","T57680","GCYA1_HUMAN; GCYB1_HUMAN","Soluble guanylate cyclase (GCS)","GUCY1A1; GUCY1B1","Successful target","Phosphorus-oxygen lyase"
5335,"D0A4YE","T19244","CP2C9_HUMAN","S-mephenytoin 4-hydroxylase (CYP2C9)","CYP2C9","Successful target","Paired donor oxygen oxidoreductase"
5311430,"D09JXL","T26220",NA,"Somatostatin receptor (SSTR)",NA,"Clinical trial target",NA
5472495,"D0M9VE","T07663","PDE5A_HUMAN","Phosphodiesterase 5A (PDE5A)","PDE5A","Successful target","Phosphoric diester hydrolase"
5639,"D0K0VO","T78709","5HT1A_HUMAN","5-HT 1A receptor (HTR1A)","HTR1A","Successful target","GPCR rhodopsin"
5639,"D0K0VO","T81183",NA,"Adrenergic receptor Alpha-1 (ADRA1)",NA,NA,"GPCR rhodopsin"
5640,"D0V6DJ","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
5640,"D0V6DJ","T29500","ADA1B_HUMAN","Adrenergic receptor alpha-1B (ADRA1B)","ADRA1B","Successful target","GPCR rhodopsin"
123981,"D06UBB","T92609","ADA1A_HUMAN","Adrenergic receptor alpha-1A (ADRA1A)","ADRA1A","Successful target","GPCR rhodopsin"
123981,"D06UBB","T53381","ADA1D_HUMAN","Adrenergic receptor alpha-1D (ADRA1D)","ADRA1D","Successful target","GPCR rhodopsin"
123981,"D06UBB","T29500","ADA1B_HUMAN","Adrenergic receptor alpha-1B (ADRA1B)","ADRA1B","Successful target","GPCR rhodopsin"
3000322,"D0B7YT","T09130",NA,"Muscarinic acetylcholine receptor (CHRM)",NA,NA,NA
4306515,"D0M5MI","T60529","PGH1_HUMAN","Prostaglandin G/H synthase 1 (COX-1)","PTGS1","Successful target","Paired donor oxygen oxidoreductase"
5196,"D0A4IY","T83875","AOFA_HUMAN","Monoamine oxidase type A (MAO-A)","MAOA","Successful target","CH-NH(2) donor oxidoreductase"
5196,"D0A4IY","T83011","AOFB_HUMAN","Monoamine oxidase type B (MAO-B)","MAOB","Successful target","CH-NH(2) donor oxidoreductase"
105104,"D0V3OY","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
105104,"D0V3OY","T60693","OPRK_HUMAN","Opioid receptor kappa (OPRK1)","OPRK1","Successful target","GPCR rhodopsin"
2435,"D0AE3X","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
2435,"D0AE3X","T31424",NA,"Adrenergic receptor Alpha-2 (ADRA2)",NA,NA,"GPCR rhodopsin"
122187,"D06ROA","T78709","5HT1A_HUMAN","5-HT 1A receptor (HTR1A)","HTR1A","Successful target","GPCR rhodopsin"
122187,"D06ROA","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
122187,"D06ROA","T92609","ADA1A_HUMAN","Adrenergic receptor alpha-1A (ADRA1A)","ADRA1A","Successful target","GPCR rhodopsin"
122187,"D06ROA","T53381","ADA1D_HUMAN","Adrenergic receptor alpha-1D (ADRA1D)","ADRA1D","Successful target","GPCR rhodopsin"
122187,"D06ROA","T29500","ADA1B_HUMAN","Adrenergic receptor alpha-1B (ADRA1B)","ADRA1B","Successful target","GPCR rhodopsin"
5615,"D0AX0K","T24983","DRD4_HUMAN","Dopamine D4 receptor (D4R)","DRD4","Successful target","GPCR rhodopsin"
123924,"D0Y7CI","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
133538,"D0L3MJ","T22118","DRD1_HUMAN","Dopamine D1 receptor (D1R)","DRD1","Successful target","GPCR rhodopsin"
4336830,"D0OA8M","T15497","PE2R1_HUMAN","Prostaglandin E2 receptor EP1 (PTGER1)","PTGER1","Clinical trial target","GPCR rhodopsin"
119195,"D0T3JW","T02551","DRD3_HUMAN","Dopamine D3 receptor (D3R)","DRD3","Successful target","GPCR rhodopsin"
3006531,"D0GD8Y","T06031","M3K1_HUMAN","MAPK/ERK kinase kinase 1 (MAP3K1)","MAP3K1","Clinical trial target","Kinase"
3006531,"D0GD8Y","T76508","M3K2_HUMAN","MAPK/ERK kinase kinase 2 (MAP3K2)","MAP3K2","Clinical trial target","Kinase"
3006531,"D0GD8Y","T25537",NA,"Mitogen-activated protein kinase (MAPK)",NA,"Clinical trial target","Kinase"
3006531,"D0GD8Y","T01853",NA,"Mitogen-activated protein kinase kinase (MAPKK)",NA,"Literature-reported target","Kinase"
13342,"D0W9MM","T28661","TBB2A_HUMAN","Tubulin beta-2 chain (TUBB2)","TUBB2A","Successful target",NA
2520,"D0R0FE","T64795","CAC1G_HUMAN","Voltage-gated calcium channel alpha Cav3.1 (CACNA1G)","CACNA1G","Successful target","Voltage-gated ion channel"
4046493,"D01AAI","T92072","AA1R_HUMAN","Adenosine A1 receptor (ADORA1)","ADORA1","Successful target","GPCR rhodopsin"
4046493,"D01AAI","T86679","AA2BR_HUMAN","Adenosine A2b receptor (ADORA2B)","ADORA2B","Successful target","GPCR rhodopsin"
4046493,"D01AAI","T36059","AA3R_HUMAN","Adenosine A3 receptor (ADORA3)","ADORA3","Clinical trial target","GPCR rhodopsin"
443955,"D06BCB","T56367",NA,"Phosphodiesterase 1 (PDE1)",NA,NA,"Phosphoric diester hydrolase"
5665,"D0R3QY","T59045","GABT_HUMAN","GABA transaminase (ABAT)","ABAT","Successful target","Transaminase"
121880,"D0N8EL","T59679","5HT4R_HUMAN","5-HT 4 receptor (HTR4)","HTR4","Successful target","GPCR rhodopsin"
5282106,"D0M4IF","T72335","LEF_BACAN","Bacterial Lethal factor (Bact lef)","Bact lef","Clinical trial target","Peptidase"
5833,"D0EP0C","T72168","MCR_HUMAN","Mineralocorticoid receptor  (MR)","NR3C2","Successful target","Nuclear hormone receptor"
