"name","cleanm","cid","tid","MolecularWeight","Complexity","inSmall","structCluster","pharma","night1_sleep","day1_sleep","night2_sleep","day2_sleep","night1_sleepBout","day1_sleepBout","night2_sleepBout","day2_sleepBout","night1_sleepLength","day1_sleepLength","night2_sleepLength","day2_sleepLength","night1_sleepLatency","day1_sleepLatency","night2_sleepLatency","day2_sleepLatency","night1_averageActivity","day1_averageActivity","night2_averageActivity","day2_averageActivity","night1_averageWaking","day1_averageWaking","night2_averageWaking","day2_averageWaking","daymean_averageWaking","nightmean_averageWaking"
"DOPAMINE","DOPAMINE","681","D0T7OW",153.18,119,FALSE,596,"DOPA+",0.88575,0.96688,1.4127,1.3348,-0.26291,0.94081,0.25511,1.3299,0.43862,0.42979,1.1952,0.63237,-0.42941,-0.21966,-0.36646,-0.49137,-0.48519,-0.50312,-0.81858,-0.78045,-0.19414,0.06885,0.49699,-0.19202,-0.073628,0.0042955
"DOPAMINE HYDROCHLORIDE","DOPAMINE","681","D0T7OW",153.18,119,FALSE,596,"DOPA+",0.64508,0.60258,0.45214,0.54105,-0.67225,0.19186,-0.065184,0.58858,0.72749,0.45465,0.52121,0.050298,-0.26412,-0.38706,-0.35592,-0.042178,-0.68052,-0.49142,-0.84617,-0.99848,-0.47414,-0.35471,-0.90905,-0.83926,-0.63037,-0.83494
"Mesoridazine","Mesoridazine","4078","D04AAN",386.6,502,TRUE,788,"DOPA-",1.3926,1.8753,2.4274,2.1386,-0.81067,0.73401,-1.2026,1.933,1.0905,1.7404,5.4032,0.74373,-0.31196,-0.27434,-0.4673,-0.48643,-0.42934,-0.66031,-1.3254,-1.2529,0.67521,1.1398,2.5818,-0.53859,0.32042,1.4778
"Pergolide Methane Sulfonate","Pergolide Methane Sulfonate","47811","D04JCN",314.5,388,TRUE,558,"PROL-",2.4789,3.4005,3.134,3.6307,-3.478,-1.3292,-3.252,-1.1515,21.583,63.601,96.842,42.849,2.4219,0.79401,1.318,0.44834,-1.0176,-1.8242,-2.0853,-1.7798,-0.56752,-1.4687,1.4013,-0.9072,-1.3806,-0.17483
"Dihydroergocristine","Dihydroergocristine","107715","D09NNH",611.7,1210,TRUE,270,"DOPA+",1.6516,2.1339,2.1894,2.7607,-1.9776,1.016,-0.84897,0.71816,3.8063,2.1484,3.8066,2.7389,-0.42941,-0.28606,-0.45974,-0.52224,0.12035,-0.93061,-0.68771,-1.3932,3.3906,0.94471,5.0003,-0.19094,0.4145,4.6627
"Dihydroergocristine","Dihydroergocristine","107715","D09NNH",611.7,1210,TRUE,270,"DOPA+",1.117,2.3637,2.0626,2.7669,-0.6179,-0.077321,-1.6932,0.53032,1.3303,0.1911,5.0481,3.0697,-0.36761,-0.22687,-0.52799,-0.42276,0.1442,-0.93365,-1.2739,-1.4751,4.6943,1.5288,2.0416,-0.33796,0.62826,4.3659
"Dipropyl-6,7-Adtn","Dipropyl-6,7-Adtn","125246",NA,263.37,266,TRUE,758,"DOPA+",1.769,2.1156,2.1119,2.0698,-1.4537,1.2322,-0.75516,1.7434,2.0002,2.2178,3.3662,1.0473,-0.45291,-0.35247,-0.4547,-0.48396,-0.79803,-1.4851,-1.2526,-1.3495,-0.30541,-1.1592,0.89003,-0.8405,-1.1352,0.044235
"L(+)-2-AMINO-5-PHOSPHONOVALERICACID","2-AMINO-5-PHOSPHONOVALERICACID","1216","D09ISB",197.13,200,FALSE,835,"NMDA-",0.82294,1.4254,1.3566,1.4268,0.16408,1.0314,0.17866,1.5056,0.30051,0.85546,1.1678,0.51578,-0.31607,-0.24944,-0.45462,-0.5372,-0.73035,-0.84284,-1.1492,-1.0469,-0.48306,-0.14284,-0.74663,-0.77738,-0.50969,-0.73709
"N-METHYL-D-ASPARTICACID(NMDA)","N-METHYL-D-ASPARTICACID(NMDA)","22880","D06GKL",147.13,145,FALSE,802,"EAA-G+",0.67813,0.95269,1.1679,0.98014,0.31953,1.2819,0.2378,1.0745,0.15901,0.17737,1.1816,0.43657,-0.33368,-0.24557,-0.3838,-0.34913,-0.6078,-0.57015,-0.96225,-0.77835,-0.40096,-0.10681,-0.49091,-0.51163,-0.34223,-0.5462
"L-CYSTEINESULFINIC ACID","CYSTEINESULFINIC ACID","1549098","D0E8JM",153.16,136,FALSE,802,"EAA-G-",0.75824,0.84818,1.3511,1.1467,0.26771,1.1166,0.045588,1.2379,0.19331,0.25548,1.2814,0.38737,-0.33016,-0.1547,-0.39498,-0.34198,-0.68553,-0.45843,-1.0005,-0.78407,-0.44143,0.050377,-0.2466,-0.36554,-0.1774,-0.45167
"Cgs19755","Cgs19755","68736","D0H1FV",223.16,263,FALSE,279,"NMDA-",0.87841,0.86955,1.4318,1.1625,0.16408,1.382,0.29694,1.2197,0.31755,0.0014175,1.2295,0.4296,-0.34777,-0.34031,-0.44344,-0.32175,-0.7573,-0.58994,-1.155,-0.70519,-0.47404,-0.15901,-0.63502,-0.25329,-0.22565,-0.67359
"cis-AZETIDINE-2,4-DICARBOXYLIC ACID","AZETIDINE-2,4-DICARBOXYLIC ACID","124432",NA,145.11,161,FALSE,279,"EAA-G+",0.70894,0.89093,1.4354,1.4651,-0.035777,0.766,0.20823,0.93384,0.38314,0.52798,1.5528,1.1092,-0.24916,-0.12763,-0.37262,-0.44912,-0.50245,-0.36429,-1.0071,-0.66735,0.070984,0.21542,-0.25208,0.070675,0.15357,-0.075959
"2,4-DIHYDROXYPHENYLACETYL-L-ASPARAGINE","2,4-DIHYDROXYPHENYLACETYL-L-ASPARAGINE","3082629",NA,282.25,386,FALSE,199,"EAA-G-",0.91076,0.56552,1.5142,1.029,-0.013571,0.72092,0.075159,1.1834,0.52553,0.072482,1.6722,0.44209,-0.34425,-0.22817,-0.41735,-0.30627,-0.70459,-0.39297,-1.2111,-0.87758,-0.17917,-0.15379,-0.65919,-0.6242,-0.42997,-0.46809
"1-(1-NAPHTHYL)PIPERAZINE","1-(1-NAPHTHYL)PIPERAZINE","1342","D03TDN",212.29,223,FALSE,258,"5HT-2-",-1.5419,0.85293,2.216,4.1175,-1.8049,0.63077,-1.6843,-0.87233,-0.48675,0.78345,43.344,65.379,4.1545,0.45627,0.29173,-0.44436,1.0043,-1.6878,-1.7965,-1.9287,0.033491,-2.0906,-1.7255,-2.0169,-2.2346,-0.80015
"N-METHYLQUIPAZINE","N-METHYLQUIPAZINE","5013","D0G2BS",227.3,248,TRUE,356,"5-HT-3+",1.1922,1.7484,1.6016,1.4774,-1.213,0.7423,-1.0304,1.0347,1.7753,1.5656,1.6109,1.0618,-0.41579,-0.33571,-0.49129,-0.35729,-0.78114,-1.3032,-0.80414,-1.2424,0.10429,-1.3022,1.5667,-1.2641,-1.3669,0.8914
"N-METHYLDOPAMINE","N-METHYLDOPAMINE","4382",NA,167.2,130,FALSE,596,"DOPA+",0.16886,0.22811,0.47936,0.12899,0.2364,0.32763,0.50368,0.12195,-0.10334,0.056288,-0.022866,0.041612,-0.24345,0.011292,-0.023581,-0.25507,0.020215,0.13239,-0.21559,0.0034358,0.63429,0.27161,0.31659,0.019695,0.15264,0.53998
"(-)-QUINPIROLE","QUINPIROLE","54562","D0H2WQ",219.33,243,TRUE,462,"DOPA+",0.60167,1.7073,1.2333,1.4448,-0.5122,0.92715,-0.023924,1.2717,0.94714,1.6099,0.82949,0.82999,-0.36754,-0.46328,-0.22787,-0.43679,-0.34684,-1.0968,-0.67689,-1.0529,0.43452,-0.37201,0.56813,-0.75287,-0.60323,0.55603
"Ly-163,502","Ly-163,502","68728",NA,319.3,283,FALSE,462,"DOPA-D2+",0.9846,2.1678,1.711,1.8658,-1.0378,0.20773,-1.0467,1.2585,1.4255,2.9801,1.3714,1.3852,-0.28481,0.0010857,-0.2655,-0.41408,0.061871,-0.77567,-0.57895,-0.69774,4.1721,0.81496,2.5009,0.1915,0.52987,3.7735
"B-Ht920","B-Ht920","5374","D0Y7XC",209.31,210,TRUE,37,"DOPA-D2+",1.3659,2.2304,1.8066,1.5691,-1.3484,0.71732,-1.0791,1.0391,3.9736,2.8375,1.7686,1.6997,-0.50541,-0.044841,-0.46979,-0.42165,-0.72851,-1.3727,-1.0242,-0.98549,1.9207,-0.99201,1.0439,-0.2037,-0.62902,1.6803
"Pd 168077","Pd 168077","3645619","D0G8VU",334.4,491,TRUE,620,"DOPA+",0.92829,2.5814,2.1245,2.891,-0.79094,-0.27688,-1.7123,-0.040419,1.1431,4.2557,2.4488,5.4224,-0.28481,-0.40205,-0.25475,-0.42417,0.43579,-0.95505,-0.9422,-0.98365,5.414,1.7556,4.2076,1.6752,1.8271,5.4066
"TRIFLUOPERAZINE","TRIFLUOPERAZINE","5566","D0R4OM",407.5,510,FALSE,788,"DOPA-",-0.14811,2.8094,2.5049,3.7943,-0.07419,-0.31186,-3.9525,-1.7167,0.046195,8.3771,3.9243,303.23,0.67339,0.063455,0.62692,0.74031,-0.19975,-1.5989,-1.3869,-1.6228,-0.57732,-1.9458,-2.3868,-1.8517,-2.0355,-1.6035
"DIPROPYLDOPAMINE","DIPROPYLDOPAMINE","3106",NA,237.34,193,FALSE,758,"DOPA+",0.051402,0.59963,0.067658,0.59213,0.40364,-0.16198,0.19523,0.3282,-0.24363,0.9251,-0.083862,1.0875,-0.24345,-0.22855,0.094692,-0.27779,0.32108,0.032592,0.44784,-0.051962,1.2159,0.8778,1.616,0.60942,0.78965,1.5698
"(+.-)-1-AMINOCYCLOPENTANE-trans-1,3-DICARBOXYLIC ACID","1-AMINOCYCLOPENTANE-trans-1,3-DICARBOXYLIC ACID","23789032",NA,346.33,227,FALSE,634,"EAA-G+",0.37033,-0.28309,0.24787,0.0088681,0.61861,-0.081088,-0.11216,0.13552,-0.1273,-0.29159,0.10565,-0.076476,-0.3747,-0.39267,-0.20957,-0.20354,-0.19927,0.47956,0.3653,0.03419,0.4389,0.62671,0.2908,0.051422,0.3838,0.43261
"D-ASPARTIC ACID","D-ASPARTIC ACID","83887","D08CAB",133.1,133,FALSE,802,"EAA-G+",0.29295,0.42557,0.27817,0.85744,0.32946,0.24586,0.47406,0.74065,-0.091449,0.16786,-0.058138,0.31123,-0.3641,-0.39041,-0.15411,-0.3921,-0.0026541,0.073461,0.33548,-0.26719,0.96673,0.87458,0.38806,0.43141,0.74747,0.72342
"1-(4-AMINOPHENYL)-3,5-DIHYDRO-7,8-DIMETHOXY-4H-2,3-BENZODIAZEPIN-4-ONE","1-(4-AMINOPHENYL)-3,5-DIHYDRO-7,8-DIMETHOXY-4H-2,3-BENZODIAZEPIN-4-ONE","4377504",NA,311.33,460,FALSE,269,"AMPA-",0.13537,0.57392,0.7582,0.65811,0.43525,0.19137,0.19491,0.28566,-0.19961,0.27303,0.14561,0.45183,-0.3641,-0.069693,-0.22417,-0.36803,0.14416,0.12902,-0.29195,0.20983,0.78413,1.0641,0.23057,0.97237,1.1731,0.51026
"(RS)-(TETRAZOL-5-YL)GLYCINE","(TETRAZOL-5-YL)GLYCINE","126383","D0FW8K",143.1,139,FALSE,551,"NMDA+",0.31828,0.55888,0.59075,1.37,0.22367,-0.10833,-0.091223,-0.028274,-0.07022,4.9514,0.00075678,21.588,-0.31814,-0.40848,-0.19854,-0.052419,1.5621,0.093365,0.089767,-0.50648,2.62,0.70514,0.23764,0.56897,0.64557,1.2207
"FELBAMATE","FELBAMATE","3331","D05KON",238.24,246,FALSE,460,"ANC-",0.21838,0.21307,0.49187,0.74581,0.4423,0.086926,0.027417,0.60415,-0.16504,0.060074,0.10311,0.48613,-0.39237,-0.46268,-0.15703,-0.36535,0.062394,0.28013,0.26039,-0.14303,0.69615,0.63211,0.38,0.38006,0.58045,0.61234
"(R)-alpha-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLEPROPIONICACID","alpha-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLEPROPIONICACID","158397","D0T5SU",186.17,284,FALSE,525,"AMPA+",0.30702,0.12587,0.23512,0.32893,0.89366,0.22769,0.25772,0.47676,-0.24264,-0.07196,-0.071455,0.03612,-0.33228,-0.44236,-0.24168,-0.31855,-0.15977,0.27583,0.58259,0.015517,0.48475,0.48656,0.49131,0.25634,0.42547,0.63244
"(S)-alpha-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLEPROPIONICACID","alpha-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLEPROPIONICACID","158397","D0T5SU",186.17,284,FALSE,525,"AMPA+",0.38826,0.028323,-0.28895,0.32316,0.62071,-0.13894,-0.29571,-0.11972,-0.15873,0.073091,-0.17177,0.6545,-0.20408,-0.14041,0.14521,-0.19568,-0.50058,0.15292,0.075568,-0.14808,-0.49634,0.21471,-0.14902,0.018838,0.11399,-0.38519
"(R)-3-CARBOXY-4-HYDROXYPHENYLGLYCINE","3-CARBOXY-4-HYDROXYPHENYLGLYCINE","5311460",NA,211.17,267,FALSE,231,"EAA-G+",0.3225,0.38447,0.24947,0.7219,0.53398,0.35484,0.39729,0.39486,-0.12689,-0.015648,0.030199,0.31598,-0.35349,-0.42655,-0.29422,-0.0069502,-0.11292,0.16957,0.57873,-0.095808,0.6402,0.91177,0.58298,0.62974,0.88528,0.77538
"6-Nitroquipazine","6-Nitroquipazine","5012","D0S6PJ",258.28,327,TRUE,618,"5-HT-U-",1.6071,2.5295,2.3434,3.1674,-1.9415,-0.46252,-2.3454,-0.35131,3.4699,4.3813,5.5187,5.4742,-0.52317,-0.0019359,-0.16579,-0.26104,-1.1139,-1.6776,-1.304,-1.8328,1.1124,-1.3912,0.61618,-1.0604,-1.4094,0.98663
"(+.-)alpha-METHYLSEROTONIN","alpha-METHYLSEROTONIN","2107","D09OYA",190.24,198,FALSE,302,"5HT-2+",-0.25927,-0.25276,0.17445,0.14036,1.0323,0.0014891,0.3145,0.27558,-0.54136,-0.089698,-0.010767,-0.0090482,-0.12146,0.092169,-0.17866,0.39722,0.3153,0.91511,-0.0036215,0.80469,0.30029,1.3033,0.31607,1.5326,1.5366,0.37187
"REMOXIPRIDE","REMOXIPRIDE","54477","D01PIL",371.27,369,FALSE,782,"DOPA-D2-",0.4908,0.097062,0.36113,0.30047,0.72828,0.23792,0.84372,0.58127,-0.023369,-0.078141,-0.043135,0.13109,-0.19951,-0.25697,-0.20398,-0.18329,-0.57468,0.54327,-0.40564,0.10643,-0.47551,0.83584,-0.141,0.36405,0.64806,-0.40939
"S(-)-RACLOPRIDE","RACLOPRIDE","3033769","D07MEH",347.2,386,FALSE,782,"DOPA-",0.92845,1.1077,1.4314,1.1152,-0.2705,0.40079,-0.76075,0.38674,1.0354,-0.010819,3.4297,1.0407,-0.42164,0.29884,-0.13816,-0.30862,-0.66297,-0.42557,-0.44438,-0.44589,0.35723,0.33121,2.0308,0.30279,0.34806,1.2685
"Ami-193","Ami-193","68186","D0V5SQ",383.5,510,TRUE,878,"5-HT-2-",0.50731,1.995,1.1648,2.2489,-0.082322,1.0155,0.56651,1.6049,0.38765,0.013542,0.61024,1.2056,-0.15148,-0.31716,-0.5128,-0.43731,0.50732,-0.41963,2.1087,-0.86611,2.1911,2.1289,7.2504,0.6868,1.5078,5.1817
"Ami-193","Ami-193","68186","D0V5SQ",383.5,510,TRUE,878,"5-HT-2-",0.78575,1.6952,1.732,2.1483,0.0064788,0.54492,-0.84955,1.0435,0.39112,1.4198,3.6179,1.2274,-0.13404,-0.33188,-0.49562,-0.51296,0.444,-0.010416,5.2787,-0.57402,3.0961,2.5114,9.8381,0.50678,1.6065,7.7826
"8-Hydroxy-Pipat","8-Hydroxy-Pipat","6142670",NA,371.26,295,FALSE,758,"5-HT-1A+",-0.34873,0.9444,0.87139,2.4243,0.8296,1.315,-0.19793,1.1417,-0.54423,-0.064108,0.93499,1.6384,-0.25354,-0.267,-0.29004,-0.46081,0.23656,-0.91568,-0.20945,-1.2024,0.1965,-0.30965,1.3871,0.038948,-0.13512,0.83256
"(+.-)-Skf-83566","Skf-83566","1243","D0LR8X",332.2,318,FALSE,489,"DOPA-D1-",-0.14091,0.76005,-0.079798,0.38289,0.85132,1.7931,-1.6344,0.88696,-0.42552,-0.084931,0.75794,-0.051849,-0.22352,-0.30111,-0.36373,-0.15196,0.99261,-0.00097154,8.5519,0.68693,1.5617,0.8289,8.0787,1.1081,1.053,5.1465
"R(-)-2,10,11-TRIHYDROXYAPORPHINE","2,10,11-TRIHYDROXYAPORPHINE","5020",NA,283.32,404,FALSE,168,"DOPA+",1.0964,0.89443,0.84473,-0.044473,-0.23431,1.026,1.0201,-0.044014,1.1376,-0.055386,0.23752,0.038625,-0.37361,-0.34325,-0.57861,-0.12958,-0.85473,-0.024204,-0.59112,0.58641,-0.37791,0.66837,0.22406,0.61568,0.69786,-0.15756
"CYCLOLEUCINE","CYCLOLEUCINE","2901","D0P0GT",129.16,127,FALSE,634,"GLYCI-N+",0.27295,-0.067484,-0.31702,0.70288,0.40026,0.019892,0.029467,0.050631,-0.14453,-0.15265,-0.35269,0.97719,-0.2291,0.40936,1.7271,-0.33247,-0.35141,0.13465,0.25725,-0.16614,-0.38114,0.15569,0.077224,0.19752,0.20381,-0.16669
"CYCLOLEUCINE","CYCLOLEUCINE","2901","D0P0GT",129.16,127,FALSE,634,"GLYCI-N+",-0.40317,-0.45359,0.11889,-0.59696,0.43423,-0.095655,0.44922,-0.16749,-0.38349,-0.14091,-0.19012,-0.13878,0.020934,-0.37229,-0.17657,-0.42899,0.27269,0.72982,-0.6966,0.37828,-0.024412,0.62558,-0.72658,0.057123,0.37187,-0.44482
"L-ASPARTIC ACID","ASPARTIC ACID","5960","D0OT9B",133.1,133,FALSE,802,"EAA-G+",0.51894,0.5958,0.31922,0.92427,0.36352,0.14798,0.18766,0.19857,-0.031364,0.44322,0.089346,1.2665,-0.37922,0.39892,0.14521,-0.48932,-0.51744,-0.3082,-0.48443,-0.49595,-0.28407,0.11981,-0.4579,-0.029065,0.037525,-0.47146
"5,7-DICHLOROKYNURENIC ACID","5,7-DICHLOROKYNURENIC ACID","1779","D04DHB",258.05,369,FALSE,434,"EAA-G-",0.76493,1.0515,0.32296,1.452,0.21656,0.3478,-0.049629,0.1627,0.17879,0.79411,0.1397,2.3459,-0.35837,-0.26916,0.3971,-0.39083,-0.67855,-0.52617,-0.36505,-0.53497,-0.33256,0.12786,-0.2269,0.25804,0.23053,-0.34367
"5,7-DICHLOROKYNURENIC ACID","5,7-DICHLOROKYNURENIC ACID","1779","D04DHB",258.05,369,FALSE,434,"EAA-G-",0.70397,0.31209,-0.20285,-0.14965,-0.5797,-0.43245,-0.39651,-0.7681,0.95418,1.7783,-0.060373,0.64975,0.14694,-0.32785,1.0785,-0.32328,-0.26338,-0.19622,0.77837,0.42703,1.1888,0.13272,0.93144,0.25903,0.20695,1.2885
"Ly235959","Ly235959","3653450",NA,277.25,368,TRUE,279,"NMDA-",0.76801,1.4323,1.1164,1.6914,0.054895,0.30682,-0.27813,-0.42904,0.2887,1.1832,0.85652,4.1784,-0.25829,-0.2622,-0.12683,-0.34889,-0.45282,-0.081706,-0.42459,0.10638,0.32027,1.5056,0.60184,1.4253,1.6515,0.5892
"gamma-D-GLUTAMYLGLYCINE","gamma-D-GLUTAMYLGLYCINE","6604701",NA,204.18,240,FALSE,681,"NMDA-",0.47743,0.44226,0.17139,0.87665,0.42231,-0.16968,-0.014475,-0.016613,-0.0090716,0.52668,0.12251,1.7813,-0.41675,-0.27959,-0.086532,-0.50392,-0.50998,0.19677,-0.16428,0.16332,-0.36186,0.72239,0.063928,0.77173,0.8503,-0.16458
"PIZOTIFEN","PIZOTIFEN","27400","D06XZR",295.4,406,FALSE,683,"5HT-2-A-",-1.5613,-1.1275,1.6984,1.5486,-0.70932,-0.81014,-2.3874,-0.52767,-0.78134,-0.86824,31.654,106.24,0.23793,4.4399,2.2409,0.81293,1.7828,-0.3127,-1.0612,-1.4485,0.70231,-0.94716,-0.61802,-1.254,-1.2193,0.011922
"3-(4-ALLYLPIPERAZIN-1-YL)-2-QUINOXALINECARBONITRILE","3-(4-ALLYLPIPERAZIN-1-YL)-2-QUINOXALINECARBONITRILE","3073499",NA,279.34,406,FALSE,356,"5-HT-3-",0.42183,0.17313,0.92776,1.3031,-0.56389,-0.51743,-1.1784,-0.048242,0.039185,0.16908,0.29015,0.98938,-0.065195,-0.21702,-0.52365,-0.36982,-0.31485,0.5305,-0.4269,-0.31168,-0.14592,0.84629,-0.0098822,0.58194,0.77465,-0.086481
"SCH23390","SCH23390","3036864",NA,287.8,318,TRUE,489,"DOPA-D1-",0.6591,1.3561,0.88274,1.5271,-0.53557,0.059608,-0.82228,0.30054,0.10839,0.81049,0.14736,0.9745,-0.36432,-0.27229,-0.18845,-0.3583,-0.48019,-0.72611,-0.42359,-0.90182,-0.35395,-0.12119,-0.11695,-0.45524,-0.30578,-0.26507
"3-FLUOROBENZYLSPIPERONE","3-FLUOROBENZYLSPIPERONE","3248000",NA,503.6,773,FALSE,878,"DOPA-D2+",1.872,1.8924,1.8029,1.9252,-2.617,0.45369,-1.6722,-0.2839,1.4339,19.647,1.3426,54.955,6.5323,1.1095,0.12464,0.37245,-1.0119,-1.3694,-0.9944,-1.6055,-1.2897,-1.2017,-0.83572,-1.6907,-1.3551,-1.2038
"1-[1-(2-Benzo[B]Thienyl)Cyclohexyl]Pyrrolidine","1-[1-(2-Benzo[B]Thienyl)Cyclohexyl]Pyrrolidine","192370",NA,285.4,330,TRUE,129,"DOPAU-",1.8065,2.5954,2.4673,3.0193,-2.4542,-1.0006,-3.0077,-1.0145,2.2932,3.5272,2.9914,6.4148,-0.63354,-0.051207,-0.64612,-0.24803,-0.98754,-1.2815,-1.0663,-1.6096,-0.69651,-0.745,0.25933,-1.0037,-0.93939,-0.2435
"R(-)-2,10,11-TRIHYDROXY-N-PROPYL-NORAPORPHINE","2,10,11-TRIHYDROXY-N-PROPYL-NORAPORPHINE","23640911",NA,410.3,431,FALSE,758,"DOPA+",1.0398,0.23272,0.083253,-0.46657,-0.88956,0.51467,-0.24759,-0.11894,0.32782,-0.041502,-0.058311,-0.30564,-0.39424,-0.27624,-0.065978,-0.34605,-0.6512,0.046353,0.024055,-0.10223,-0.55093,0.31233,-0.12606,-0.33909,-0.004294,-0.38146
"D-GLUTAMIC ACID","D-GLUTAMIC ACID","23327","D0O1AK",147.13,145,FALSE,802,"EAA-G+",0.017138,-0.51087,-0.3962,-0.58172,0.013868,-0.24124,-0.10719,-0.59708,-0.29418,-0.36867,-0.33068,-0.31546,-0.19409,-0.35527,-0.29188,0.10258,0.38737,0.56883,1.3446,0.58364,0.2324,0.38405,1.2309,0.30313,0.37853,0.69004
"6,7-Dichloroquinoxaline-2,3-Dione","6,7-Dichloroquinoxaline-2,3-Dione","22619826",NA,229.02,428,TRUE,726,"EAA-G-",0.069237,0.1208,0.40816,-0.085465,0.16979,-0.11343,0.06582,-0.33515,-0.22769,-0.011073,-0.041093,0.028583,-0.14743,-0.19985,-0.10221,-0.34816,0.030435,0.87066,-0.058517,1.4996,0.20459,1.8844,0.86085,2.4905,2.4088,0.51518
"Sdz220-581","Sdz220-581","128019",NA,369.73,485,TRUE,672,"NMDA-",0.109,0.095014,0.39561,0.51521,0.48762,-0.73204,0.13352,-0.75424,-0.26459,0.41246,-0.035851,0.93198,0.08591,-0.3463,-0.2765,-0.03206,0.3826,1.096,-0.012477,0.83186,0.70562,2.4787,0.87978,2.7399,2.8737,0.91114
"KAINIC ACID","KAINIC ACID","10255",NA,213.23,300,FALSE,279,"EAA-G+",-0.18714,0.00017265,0.15572,0.062716,0.25374,-0.62979,0.11095,-0.42564,-0.28762,0.23531,0.084269,0.16665,-0.24076,-0.33136,-0.091953,-0.076939,0.1515,0.33807,0.2942,0.43071,0.011801,1.3717,0.83732,0.82616,1.211,0.35609
"KAINIC ACID","KAINIC ACID","10255",NA,213.23,300,FALSE,279,"EAA-G+",0.73715,0.38136,0.44825,0.15684,-0.2126,0.20639,0.23889,0.071779,0.77579,-0.055043,0.23533,0.47574,-0.32258,-0.31716,0.064345,-0.44626,-0.61953,-0.012329,-0.54439,-0.041065,-0.36284,0.24493,-0.43717,0.12766,0.20633,-0.47693
"KYNURENIC ACID","KYNURENIC ACID","3845","D01SHB",189.17,309,FALSE,434,"EAA-G-",0.18303,0.27273,0.18551,-0.15707,0.43965,-0.052083,0.23883,-0.16371,-0.30225,0.12183,-0.13058,-0.11161,-0.11773,-0.32837,-0.035564,-0.35597,-0.054478,-0.0090431,0.014538,0.64004,0.092031,0.43607,0.29674,1.0232,0.80308,0.19424
"KYNURENIC ACID","KYNURENIC ACID","3845","D01SHB",189.17,309,FALSE,434,"EAA-G-",0.36189,0.52881,0.99423,0.63305,0.36472,0.29127,0.10418,0.6269,-0.015601,0.34347,0.28242,0.19654,-0.42419,-0.46268,-0.0081645,-0.17412,-0.2554,0.032235,-0.67356,-0.43007,0.66579,1.0448,0.14657,-0.22686,0.45568,0.38853
"BROMOCRIPTINE","BROMOCRIPTINE","31101","D06YFA",654.6,1230,FALSE,270,"DOPA+",1.2404,3.0498,3.0988,3.7603,-2.6545,-1.4486,-3.3514,-1.6862,8.0074,96.154,0,260.73,0.14174,0.66798,0,1.0017,0.48194,-1.9918,-2.3545,-2.2277,3.8917,-1.386,-3.3444,-0.17958,-1.6672,0.39958
"THIORIDAZINE","THIORIDAZINE","5452","D0U1OE",370.6,432,FALSE,728,"CHA-CA-",-0.69939,1.9551,2.2467,3.2171,-0.87279,-0.56162,-2.5941,-1.469,-0.28338,10.849,37.44,152.88,1.9733,-0.2646,-0.17877,0.48864,0.34675,-1.7364,-1.646,-1.8872,-0.61323,-1.5469,-1.7495,-0.75287,-1.4174,-1.4225
"THIORIDAZINE ","THIORIDAZINE","5452","D0U1OE",370.6,432,FALSE,728,"CHA-CA-",2.21,3.1093,3.4092,2.9611,-3.5164,-1.3743,-3.0922,-1.7452,84.858,2.9188,0,4.0642,19.881,4.1135,0,0.97082,-1.5757,-1.8223,-2.4485,-1.6086,2.138,-2.1473,-3.4067,-1.8105,-2.2696,-0.94759
"THIORIDAZINE HYDROCHLORIDE","THIORIDAZINE","5452","D0U1OE",370.6,432,FALSE,728,"CHA-CA-",0.43365,0.97085,1.0086,1.2914,0.23072,0.56372,-0.48204,0.40396,0.0041355,0.49711,0.69626,1.3823,-0.34289,-0.52141,-0.23584,-0.26788,0.023763,-0.10946,0.8304,-0.65496,0.76934,0.96848,0.59127,-0.073917,0.50274,0.83243
"Gr103691","Gr103691","4302960",NA,485.6,677,TRUE,166,"DOPA-D3-",0.77593,1.5077,2.0603,2.6013,-0.14007,0.3038,-0.5926,0.37954,0.48332,1.3786,3.3619,2.9606,-0.32135,-0.35341,-0.46393,-0.45428,-0.45385,0.21642,-1.4164,-1.1051,0.46681,1.8823,0.777,1.0298,1.5457,0.75157
"1-Benzo[B]Thien-2-Yl-N-Cyclopropylmethylcyclohexanamine","1-Benzo[B]Thien-2-Yl-N-Cyclopropylmethylcyclohexanamine",NA,NA,NA,NA,TRUE,646,"DOPAU-",0.43573,1.6137,1.4835,2.1923,0.56952,0.75159,0.070052,1.1173,-0.093886,1.0363,1.4899,1.5411,0.16255,-0.31304,-0.43369,-0.50477,-0.69841,-1.1567,-0.094063,-1.3789,-0.88542,-0.18726,2.899,-0.16815,-0.1883,1.186
"R(-)-N-ALLYLNORAPOMORPHINE","N-ALLYLNORAPOMORPHINE","11957524",NA,374.3,426,FALSE,168,"DOPA+",1.6575,2.16,2.8857,3.7615,-2.4771,-0.51426,-3.2838,-1.6903,6.912,13.731,12.53,274.57,1.1564,-0.10042,-0.092359,1.0017,-0.91766,-1.5897,-1.7848,-2.2305,0.6348,-0.80711,-2.2144,0,-0.83913,-0.93155
