"name","cleanm","cid","tid","nfingerprints","library","concentration","MolecularWeight","Complexity","inSmall","structCluster","pharma","day1_sleep","day2_sleep","day1_sleepBout","day2_sleepBout","day1_sleepLength","day2_sleepLength","day1_sleepLatency","day2_sleepLatency","day1_averageActivity","day2_averageActivity","day1_averageWaking","day2_averageWaking","daymean_averageWaking","night1_sleep","night2_sleep","night1_sleepBout","night2_sleepBout","night1_sleepLength","night2_sleepLength","night1_sleepLatency","night2_sleepLatency","night1_averageActivity","night2_averageActivity","night1_averageWaking","night2_averageWaking","nightmean_averageWaking"
"Cloxacillin sodium salt","Cloxacillin",6098,"D04KTZ",1,"Prestwick","15 uM",435.9,"722",FALSE,"520","BACT-",0.69915,0.62804,0.56952,0.32614,0.38976,0.49641,-0.33098,-0.41358,-0.51248,-0.17182,-0.37811,0.069344,-0.17003,0.28575,0.065874,0.54683,0.17574,-0.14192,-0.059438,-0.053547,-0.17485,-0.35048,0.10753,-0.34247,0.28196,-0.1984
"Griseofulvin/GRISEOFULVIN","Griseofulvin/GRISEOFULVIN",441140,"D0C1SF",2,"Prestwick/Spectrum","15 uM/30 uM",352.8,"575/575",FALSE,"588/588","MICTUBE-/MICTUBE-",0.3998795,0.01676,0.133495,-0.281085,0.584415,0.324725,-0.342135,-0.449155,-0.059759,0.190245,0.25239,0.323778,0.324325,0.51847,0.021755,-0.216746975,-0.00663005,0.32065,0.11025,-0.217195,-0.1007175,-0.2534655,0.496589,0.29354,0.89855,0.55039
"Perhexiline Maleate","Perhexiline",4746,"D00SBN",1,"Prestwick","15 uM",277.5,"245",FALSE,"612","NaN",0.54295,-0.0096913,0.21007,0.38927,0.5213,-0.18283,-0.35384,-0.41579,0.48782,0.48782,1.3881,0.63801,1.0915,-0.19848,0.14904,0.32693,-0.050517,-0.26217,0.16593,0.014993,0.14544,0.052155,1.5448,0.19949,3.0014,1.6761
"Acemetacin/Acemetacin/acemetacin","Acemetacin/Acemetacin/acemetacin",1981,NA,3,"Prestwick/Spectrum/Randall Peterson","15 uM/30 uM/?",415.8,"620/620/620",FALSE,"453/453/453","IM-/IM-/IM-",-0.47105,-0.139583333333333,-0.3608,0.00194166666666667,-0.15624,-0.118543333333333,0.092132,0.128746666666667,0.34383,-0.194248,0.213213333333333,-0.242101333333333,-0.04775,-0.341603333333333,-0.0801636666666667,0.290412666666667,-0.26029,-0.249986666666667,0.0781233333333333,-0.0600366666666667,-0.0723644666666667,0.526056666666667,0.171063333333333,0.173264,0.154183,0.178743333333333
"Sulfamethoxazole/SULFAMETHOXAZOLE","Sulfamethoxazole/SULFAMETHOXAZOLE",5329,"D0R9OH",2,"Prestwick/Spectrum","15 uM/30 uM",253.28,"346/346",FALSE,"181/181","BACT-/BACT-",0.170555,0.17545,0.299445,0.186915,0.00871,0.17022,0.30497,-0.403415,0.122625,0.135652,0.257225,0.2561935,0.2925145,0.38069,0.60102,0.717565,0.414335,-0.122566,0.109025,-0.34505,-0.3128,-0.33943,0.036195,0.02568,0.732665,0.47001
"Metaraminol bitartrate","Metaraminol",5906,"D04EYC",1,"Prestwick","15 uM",167.2,"141",FALSE,"417","NaN",0.35574,0.25322,0.14278,0.0078527,0.27852,0.3468,-0.25917,0.0048849,-0.17001,-0.1768,0.11006,0.069566,0.09529,0.38285,0.57317,0.18862,0.15465,0.058537,0.28302,-0.45715,-0.36765,-0.25505,0.044476,0.049399,0.99157,0.55441
"Kawain","Kawain",5281565,"D0L1WV",1,"Prestwick","15 uM",230.26,"324",FALSE,"623","NaN",0.011576,0.0047609,-0.34183,-0.18084,0.12105,0.21903,2.5469,0.031385,0.30904,0.20366,0.45226,0.3684,0.43639,0.82048,0.87891,-0.32903,0.12218,0.59611,0.33237,-0.49162,-0.082717,-0.53335,-0.47599,0.0047678,0.24824,0.13434
"Mebendazole/*(D)Mebendazole","Mebendazole/Mebendazole",4030,"D0J1MI",2,"Prestwick/Spectrum","15 uM/30 uM",295.29,"423/423",TRUE,"271/271","MICTUBE-/MICTUBE-",1.46196,1.63154,0.31145,0.409235,1.546885,38.560145,-0.282365,0.090215,-0.7321935,-0.781945,-0.279715,-0.30833,-0.37284,0.668945,1.5941,-0.29077,-1.32345,0.53868,11.33125,-0.199255,0.758645,-0.2399648,-0.425555,0.6526685,1.5381,1.30974
"*(D)Albendazole/ALBENDAZOLE","Albendazole/ALBENDAZOLE",2082,"D00KVO",2,"Prestwick/Spectrum","15 uM/30 uM",265.33,"291/291",TRUE,"271/271","MICTUBE-/MICTUBE-",1.6828,0.952495,1.23092,-0.196045,0.6157,7.03705,-0.348715,0.010305,-1.22725,-0.17139,-1.12206,0.182499,-0.508635,0.671935,1.4634,0.32041,-0.51397,0.0649255,2.53465,-0.296035,-0.34292,-0.52799,0.22794,0.30067,2.58725,1.7506
"Benzydamine hydrochloride","Benzydamine",12555,"D06FJO",1,"Prestwick","15 uM",309.4,"344",FALSE,"736","IM-",0.066728,0.51345,0.65908,1.4959,-0.30055,-0.23956,-0.37686,-0.12998,-0.38559,-1.1446,-0.56758,-1.2728,-1.07,0.73333,1.2334,0.46346,0.39729,0.034593,0.18312,-0.46307,-0.34968,-0.62291,-0.90582,-0.080035,0.0067488,-0.024558
"Oxytetracycline dihydrate/OXYTETRACYCLINE","Oxytetracycline/OXYTETRACYCLINE",54675779,"D0J2NK",2,"Prestwick/Spectrum","15 uM/30 uM",460.4,"1000/1000",FALSE,"393/393","BACT-/BACT-",-0.0470535,0.339045,0.26436,0.67597,-0.23571,-0.0233335,-0.306205,-0.290635,0.43622,0.12116045,0.46327,0.381015,0.465545,0.018774,0.41645,0.559265,0.309917,-0.28512,0.4227375,-0.28555,-0.129463,-0.192675,-0.34523,-0.051745,-0.20079,-0.13188
"Guanethidine sulfate/GUANETHIDINE SULFATE","Guanethidine/GUANETHIDINE",3518,"D0N3PE",2,"Prestwick/Spectrum","15 uM/30 uM",198.31,"167/167",FALSE,"773/773","NaN/NaN",-0.060053,0.38763,0.17713,0.62286,-0.21528,0.004685,-0.2576255,-0.0427745,0.381645,-0.0771995,0.490635,0.01940675,0.2739,0.33002,0.050665,0.575255,0.00400500000000001,-0.1175195,-0.05585555,-0.377955,0.000164999999999998,-0.29644,0.1355985,0.01438,0.0633845,0.0487
"Nitrofurantoin/NITROFURANTOIN","Nitrofurantoin/NITROFURANTOIN",6604200,"D0R0BX",2,"Prestwick/Spectrum","15 uM/30 uM",238.16,"390/390",FALSE,"22/22","BACT-/BACT-",0.29594,0.4682645,-0.01818,0.469635,-0.067083,0.198155,-0.12842215,-0.30683,-0.1693045,-0.42892,0.04462,-0.13278,-0.06376,0.379815,-0.062415,0.44101,0.08274,-0.058545,-0.13892,-0.255405,0.15925,-0.370095,0.0801,-0.170615,0.175346,-0.033695
"Mephenesin/MEPHENESIN","Mephenesin/MEPHENESIN",4059,NA,2,"Prestwick/Spectrum","15 uM/30 uM",182.22,"138/138",FALSE,"881/881","NaN/NaN",0.166895,0.36711,0.29022,0.58016,0.0382375,0.0059565,0.06022,-0.286525,-0.204271,-0.420405,-0.209935,-0.3651155,-0.3042685,0.480925,0.700175,0.121866,-0.080765,0.253395,0.461755,-0.273735,0.082445,-0.38143,-0.48195,-0.14634,-0.1844465,-0.193165
"Fenbufen/FENBUFEN","Fenbufen/FENBUFEN",3335,"D06LHG",2,"Prestwick/Spectrum","15 uM/30 uM",254.28,"310/310",FALSE,"898/898","SY-PG-/SY-PG-",0.450135,1.04008,0.38632,0.55973,0.288266,0.895195,0.12326,-0.22312,0.0168,-0.089179,0.3916805,0.62247,0.566565,-0.00438500000000003,0.962065,-0.5613985,-0.55705,0.24154,1.4933,0.141483,-0.389265,0.6141905,-0.286048,0.83586,1.051815,1.05615
"Antazoline hydrochloride","Antazoline",2200,"D06FZX",1,"Prestwick","15 uM",265.35,"314",FALSE,"569","HIST-",-0.013439,0.38108,-0.40537,-0.10627,0.19471,0.50895,-0.17173,0.076079,-0.097965,-0.25671,-0.14522,-0.18919,-0.19337,0.67422,0.24998,-0.12146,-1.1306,0.5866,0.57897,-0.21659,2.2611,-0.67838,0.10086,-0.50354,0.36012,-0.046361
"Fipexide hydrochloride/FIPEXIDE HYDROCHLORIDE","Fipexide/FIPEXIDE",3351,NA,2,"Prestwick/Spectrum","15 uM/30 uM",388.8,"492/492",FALSE,"818/818","NaN/NaN",2.034265,1.6296755,-0.059935,-0.040385,3.6846785,4.43265,0.16909,-0.39957,-1.288525,-1.026225,-1.219875,-0.797705,-1.099065,1.079095,1.763,-1.5964,-1.148095,2.8536,3.2014,0.295585,0.12826,-0.88767,-1.18975,-0.72402,0.16205,-0.306845
"Phenformin hydrochloride","Phenformin",8249,"D07XPE",1,"Prestwick","15 uM",205.26,"236",FALSE,"442","NaN",0.79111,0.68895,0.36924,0.91798,0.16442,0.1469,-0.33151,-0.3402,-0.24629,-0.22814,0.3551,0.11268,0.25614,0.51214,0.7711,0.16533,0.56183,-0.060356,-0.027996,-0.62357,-0.45919,-0.49755,-0.36551,-0.3855,0.036856,-0.19502
"Aminopurine, 6-benzyl","Aminopurine, 6-benzyl",62389,NA,1,"Prestwick","15 uM",225.25,"241",FALSE,"732","NaN",0.81097,0.68781,0.58504,0.89912,0.022148,0.054665,-0.3927,-0.15257,-0.24099,-0.27955,0.14993,0.063869,0.11668,0.60421,0.93676,0.24321,0.31091,-0.057356,0.0062971,-0.49395,-0.49786,-0.49613,-0.46667,-0.33864,-0.14768,-0.27397
"Metoclopramide monohydrochloride","Metoclopramide monohydrochloride",23659,NA,1,"Prestwick","15 uM",336.3,"300",FALSE,"323","DOPA-",0.68186,0.69008,0.55221,0.70588,-0.017012,0.10543,-0.41047,-0.40109,-0.16137,-0.1073,0.21341,0.32214,0.28723,0.38111,0.55682,0.66092,0.87751,-0.16255,-0.078643,-0.69337,-0.23358,-0.49525,-0.16954,-0.56268,0.12986,-0.24191
"Nefopam Hydrochloride/Nefopam","Nefopam/Nefopam",4450,"D05AFX",2,"Prestwick/Spectrum","15 uM/30 uM",253.34,"274/274",TRUE,"748/748","SY-PG-/SY-PG-",1.49794,2.1719,0.584005,0.629505,0.58193,1.7312,-0.362925,-0.46443,-1.2099,-1.5349,-1.2662,-1.512,-1.5063,0.84266,1.8193,-0.280835,-1.4466,0.206745,4.88803,-0.4032,-0.291305,-0.70152,-1.121845,-0.65494,-0.67172,-0.766905
"Ethacrynic acid/ETHACRYNIC ACID","Ethacrynic acid/ETHACRYNIC ACID",3278,"D06TNL",2,"Prestwick/Spectrum","15 uM/30 uM",303.13,"370/370",FALSE,"651/651","DIUR+/DIUR+",0.00478500000000001,0.396985,-0.176075,0.170475,-0.066564,0.18495,-0.274565,-0.35247,0.190535,-0.1457675,0.52226,0.23795,0.424585,0.054935,0.152945,-0.28116,-0.58043,0.0106175,0.258345,-0.094262,0.58362,0.12706,0.1604195,0.37156,0.677475,0.51234
"Methylprednisolone, 6-Alpha/METHYLPREDNISOLONE","Methylprednisolone, 6-Alpha/METHYLPREDNISOLONE",6741,"D08PIQ",2,"Prestwick/Spectrum","15 uM/30 uM",374.5,"754/754",TRUE,"824/824","NaN/ARACH-",-0.03689,-0.230545,-0.0543005,-0.432528,-0.067465,-0.0222,-0.22301,-0.0812,0.1312,0.69696,0.651575,0.937135,0.88422,0.503105,0.216076,0.04828,0.05129,0.13749,-0.080668,-0.30727,-0.017245,-0.413745,-0.1200245,-0.027035,0.24181,0.063585
"Amodiaquin dihydrochloride dihydrate/Amodiaquine Dihydrochloride","Amodiaquin/Amodiaquine",2165,"D04NQI",2,"Prestwick/Spectrum","15 uM/30 uM",355.9,"406/406",TRUE,"275/275","NaN/NaN",1.31535,1.6324,0.24785,0.4475655,0.776175,1.26413,-0.330895,-0.41934,-0.357235,-0.778505,1.87905,0.565285,1.3704,0.45133,1.113025,0.196625,-0.553635,0.011845,0.78352,-0.24587,-0.28839,-0.1633165,-0.203255,0.852945,1.558155,1.22035
"Clofilium tosylate","Clofilium tosylate",175533,NA,1,"Prestwick","15 uM",510.2,"460",FALSE,"626","NaN",0.72852,0.73898,-0.51732,-0.40659,0.94148,0.99164,-0.31343,-0.3345,0.15987,0.41252,1.7735,1.7344,1.9319,0.58063,0.65589,-0.27398,-1.3409,0.31025,0.84939,-0.14743,0.87179,-0.51912,-0.17533,0.046495,1.0039,0.45199
"Fenbendazole/*(D)Fenbendazole","Fenbendazole/Fenbendazole",3334,NA,2,"Prestwick/Spectrum","15 uM/30 uM",299.3,"363/363",FALSE,"271/271","NEMO-/NEMO-",1.08136,1.92205,1.711,-0.26566,0.06777,26.1694,-0.35258,-0.09688,-1.05893,-1.4007,-0.85951,-0.997405,-1.024725,-0.696745,1.58655,1.139595,-1.507485,-0.501015,18.497915,0.06239,0.141115,0.000729999999999995,0.5649,-0.015635,2.0083,1.24785
"Indapamide/INDAPAMIDE","Indapamide/INDAPAMIDE",3702,"D0H8FH",2,"Prestwick/Spectrum","15 uM/30 uM",365.8,"580/580",FALSE,"695/695","ANC-/ANC-",-0.1861755,0.485185,-0.338975,0.311905,0.131825,0.34159,-0.34755,-0.40538,0.56897,-0.22994,0.498205,0.007565,0.271365,0.680485,0.72203,0.102635,0.12897,0.1953315,0.451863,-0.34018,-0.32104,-0.53851,-0.431115,-0.022957,0.087287,0.0378985
"Fendiline hydrochloride/FENDILINE HYDROCHLORIDE","Fendiline/FENDILINE",3336,"D02FEA",2,"Prestwick/Spectrum","15 uM/30 uM",315.5,"303/303",FALSE,"812/812","CHA-Cal-L-/CHA-Cal-L-",1.225035,2.20745,-0.094365,-0.7384135,2.840419,62.4317475,1.578045,0.62572,-1.2905,-1.53235,-1.60095,-1.5272,-1.8079,-0.920185,2.43495,-0.349749,-2.4934,-0.247295,35.503,0.38754,1.510641,2.08045,-1.90765,0.10235,-1.8237,-1.04502
"Sulfinpyrazone/SULFINPYRAZONE","Sulfinpyrazone/SULFINPYRAZONE",5342,"D03DEI",2,"Prestwick/Spectrum","15 uM/30 uM",404.5,"571/571",FALSE,"765/765","SY-PG-/SY-PG-",0.161015,0.33441,-0.24522,-0.137319,0.5362715,0.68839,0.147865,-0.36008,0.13201,-0.334835,0.353325,-0.241876,0.023305,0.631215,0.587965,-0.063945,-0.1293115,0.7198025,0.580635,-0.0875625,-0.085192,-0.64738,-0.446635,-0.49584,-0.02495,-0.34971
"Diperodon hydrochloride","Diperodon",10831,NA,1,"Prestwick","15 uM",397.5,"498",FALSE,"655","NaN",0.15092,0.26698,0.35236,0.25747,-0.077042,0.45044,-0.27148,-0.34078,-0.051504,-0.58402,0.16623,-0.64351,-0.28847,0.59039,1.2413,0.15222,-0.46556,0.091386,1.4697,-0.33502,-0.36504,-0.72087,-1.0585,-0.74753,-0.53956,-0.83454
"Mebeverine hydrochloride/MEBEVERINE HYDROCHLORIDE","Mebeverine/MEBEVERINE",4031,"D0VU8Q",2,"Prestwick/Spectrum","15 uM/30 uM",429.5,"494/494",FALSE,"351/351","NaN/NaN",-0.233495,0.11122,-0.57814,-0.28519,0.1913055,0.540765,-0.1644105,0.0480154,0.745585,0.24211,0.97713,0.357085,0.7223,0.2276295,0.725966,0.21115,-0.29739,-0.05422085,0.920174,-0.207985,-0.1579445,-0.41639,-0.534841,-0.376745,-0.13154,-0.325394
"RS16566","RS16566",6604794,NA,1,"Prestwick","15 uM",346.9,"480",FALSE,"576","5-HT-3+",0.028129,-0.048837,0.44861,0.39093,-0.13718,-0.18528,2.5848,-0.34072,0.077771,-0.21765,0.39346,-0.19362,0.031402,-0.32364,0.60565,0.48592,0.5021,-0.39867,0.10309,0.1497,-0.15561,-0.068548,-0.81191,-0.15889,-0.7421,-0.37435
"2-[1-(4-PIPERONYL)PIPERAZINYL]BENZOTHIAZOLE","2-[1-(4-PIPERONYL)PIPERAZINYL]BENZOTHIAZOLE",127902,NA,1,"Prestwick","15 uM",353.4,"460",FALSE,"837","5-HT-4+",0.76784,0.86991,0.13222,0.41065,0.35599,0.26359,-0.088577,-0.34726,-0.37221,-0.658,0.36236,-0.2833,-0.04222,0.39912,1.3623,-0.37805,-0.56872,0.13038,1.3789,-0.37424,-0.5979,-0.14557,-0.89576,0.098438,0.047423,0.095128
"Rs67333","Rs67333",183782,"D0FE7A",1,"Prestwick","15 uM",352.9,"386",FALSE,"882","5-HT-4+",0.12481,1.1023,0.80749,1.3452,-0.32491,-0.033766,-0.33015,-0.40349,0.34762,-0.83195,0.86323,-0.50824,0.012351,-0.39841,1.7284,0.72403,-0.54281,-0.47072,1.8138,-0.2839,-0.5979,-0.043655,-1.2798,-0.16201,-0.49552,-0.29506
"RS67506","RS67506",133075,NA,1,"Prestwick","15 uM",454.4,"576",FALSE,"323","5-HT-4+",-0.67788,-0.32393,-0.16055,0.23321,-0.49269,-0.37821,-0.29794,-0.047773,0.56906,0.25584,0.25666,-0.063323,0.063164,-0.2389,0.60378,0.49953,0.44165,-0.41579,0.061842,-0.35617,0.0028292,-0.10398,-0.53728,-0.23081,-0.28384,-0.28033
"RS23597-190","RS23597-190",182593,NA,1,"Prestwick","15 uM",326.82,"350",FALSE,"882","5-HT-4-",-0.13773,-0.32304,0.50527,0.32784,-0.36282,-0.43593,-0.19326,-0.33549,-0.01774,0.059832,-0.087638,-0.17116,-0.1522,-0.42333,0.38786,0.96893,0.78707,-0.59076,-0.046537,-0.3381,0.18107,-0.055262,-0.26856,-0.21122,0.055213,-0.15204
"RS39604","RS39604",5145950,NA,1,"Prestwick","15 uM",554.1,"793",FALSE,"323","5-HT-4-",-0.58032,-0.15656,0.10861,0.51317,-0.53498,-0.42028,3.0116,-0.081776,0.6841,-0.013822,0.51755,-0.027924,0.19497,-0.58035,0.47986,1.0166,0.86479,-0.58453,-0.11772,-0.32004,-0.44607,-0.093492,-0.52654,-0.40612,-0.35695,-0.44597
"SB203186","SB203186",9926639,NA,1,"Prestwick","15 uM",308.8,"328",FALSE,"39","5HT-4-",-0.065887,0.60996,0.21722,1.0179,-0.27813,-0.13014,-0.12347,-0.3041,0.0012885,-0.55179,0.023372,-0.39708,-0.25942,-0.58035,0.95301,0.68321,-0.36146,-0.54272,1.5305,-0.049038,-0.34045,0.1338,-0.54213,0.22088,-0.1066,0.14279
"TROPISETRON","TROPISETRON",656665,"D0K0KH",1,"Prestwick","15 uM",284.35,"400",FALSE,"39","5HT-3-",0.033189,0.070749,0.19563,0.079457,-0.11712,-0.11508,-0.279,0.43538,0.42196,-0.1267,0.63328,-0.1633,0.22098,0.18485,0.96455,-0.080414,0.017183,-0.0045513,1.3128,-0.29234,-0.39798,-0.1813,-0.99303,-0.17597,-0.38979,-0.34144
"Streptomycin sulfate/STREPTOMYCIN SULFATE","Streptomycin/STREPTOMYCIN",19649,"D0N0EQ",2,"Prestwick/Spectrum","15 uM/30 uM",581.6,"940/940",FALSE,"693/693","BACT-/BACT-",0.36647,0.3571,0.401795,0.44893,0.030758543,0.08527305,-0.355515,-0.41456,0.062539,0.323595,0.446855,0.6333795,0.624405,0.50177,0.403355,0.201795,0.289670755,0.1016305,0.1941291,-0.349775,-0.188105,-0.36618,-0.13285,-0.0999265,0.16448,0.0488795
"Tremorine dihydrochloride","Tremorine",5534,NA,1,"Prestwick","15 uM",192.3,"201",FALSE,"130","NaN",-0.25966,0.68571,0.18882,1.2523,-0.58175,-0.072768,-0.32317,-0.1345,-0.339,-0.94953,-0.59835,-0.98917,-0.90974,-0.73909,0.50496,-0.15971,-0.31497,-0.35022,0.74747,0.16375,-0.26057,0.029019,-0.15352,-0.14452,0.37855,0.0061754
"Chlorthalidone/CHLORTHALIDONE","Chlorthalidone/CHLORTHALIDONE",2732,"D09NIA",2,"Prestwick/Spectrum","15 uM/30 uM",338.8,"564/564",FALSE,"664/664","DIUR+/DIUR+",-0.13101,0.103785,0.027965,0.380173,-0.015205,-0.016385,-0.098484,-0.07835,0.016345,-0.17516,-0.102385,-0.2550598,-0.223477,-0.751605,0.38047,0.376885,-0.06258,-0.32214,0.31661,0.81678,0.89704,0.00269,-0.46996,-0.0895045,-0.270755,-0.159425
"Bambuterol hydrochloride","Bambuterol",54766,"D07XYV",1,"Prestwick","15 uM",367.4,"446",FALSE,"685","NaN",0.05041,0.49675,0.071328,0.4166,0.1326,0.28378,-0.20598,-0.25963,-0.02439,-0.1571,0.099409,0.20386,0.17418,0.65469,1.0566,0.57064,0.19738,0.0060648,0.90277,-0.31783,-0.30847,-0.32656,-0.31744,-0.051399,1.0337,0.31357
"Lidoflazine","Lidoflazine",3926,"D0L7VL",1,"Prestwick","15 uM",491.6,"623",FALSE,"878","CHA-CA-",1.3513,2.184,0.98781,-0.2382,2.1797,38.181,-0.24743,0.039301,-1.5736,-1.7949,-2.0879,-2.1953,-2.4386,0.71805,1.9071,-1.4299,-1.1665,3.109,17.727,0.49851,-0.033665,-0.47496,-1.5769,-0.51241,-1.9268,-1.1103
"Testosterone Propionate/TESTOSTERONE PROPIONATE","Testosterone Propionate/TESTOSTERONE PROPIONATE",5995,"D0SP7S",2,"Prestwick/Spectrum","15 uM/30 uM",344.5,"621/621",TRUE,"771/771","ANDR+/ANDR+",1.144135,0.859635,0.084075,0.446705,1.5945,0.897816,-0.36411,-0.439795,-0.41453,-0.3367955,0.45177,0.05837005,0.27304,1.00953,1.262805,-0.5066775,-0.2833525,1.318815,1.93758,-0.406915,-0.20402,-0.479045,-0.744555,1.26865,0.810315,1.333195
"Suloctidil/SULOCTIDIL","Suloctidil/SULOCTIDIL",5354,NA,2,"Prestwick/Spectrum","15 uM/30 uM",337.6,"277/277",FALSE,"884/884","ADR-A-/ADR-A-",2.95005,3.3502,-1.80305,-1.48595,54.7315,42.03,1.48256,0.5548996,-1.7328,-1.72885,-1.70165,-1.709,-1.8884,1.8142,2.7095,-2.88235,-3.6245,76.3935,153.765,3.39885,3.74065,-1.27785,-1.91355,-2.49525,-3.7761,-3.68245
"Coralyne chloride hydrate/CORALYNE CHLORIDE","Coralyne/CORALYNE",23306,NA,2,"Prestwick/Spectrum","15 uM/30 uM",399.9,"503/503",TRUE,"190/190","NaN/NaN",1.16101,1.34247,0.724715,1.1273,1.977195,2.74415,-0.145655,-0.410315,-0.134305,-0.3401105,1.129225,0.478345,0.839575,-0.066885,1.50465,0.705845,0.073325,-0.413335,1.3771,0.31506,-0.36367,-0.179153,-0.785415,-0.0935061,0.5799465,0.2218445
"Kynurenine, 3-hydroxy (R,S)","Kynurenine, 3-hydroxy",89,NA,1,"Prestwick","15 uM",224.21,"282",FALSE,"672","NaN",-0.059184,-0.14581,-0.05537,-0.10085,-0.11381,-0.042738,-0.15083,-0.04439,0.25673,0.19665,0.3788,0.19271,0.30825,0.34381,0.48804,0.71925,0.49654,-0.19085,0.12713,-0.31255,-0.21236,-0.12847,-0.19604,0.44007,0.40403,0.53085
"Strophantine octahydrate","Strophantine",6364534,NA,1,"Prestwick","15 uM",728.8,"1080",FALSE,"659","CHA-NA-K-",0.5002,0.40527,0.36032,0.46188,0.36819,0.32151,-0.31711,-0.074149,-0.27796,-0.0045509,0.082,0.22065,0.16663,0.44549,1.0066,0.016038,0.16387,0.83196,0.8456,-0.30199,-0.32044,-0.46135,-0.71181,-0.023628,0.066829,0.016585
"Alfuzosin hydrochloride/ALFLUZOCIN","Alfuzosin/ALFLUZOCIN",2092,"D09MWJ",2,"Prestwick/Spectrum","15 uM/30 uM",389.4,"511/511",FALSE,"387/387","ADR-A-1-/ADR-A-1-",-0.28701,0.300275,-0.3210015,0.3598898,0.146295,0.1783167,0.04625,-0.24781,0.543725,-0.0647378,0.60125,0.16529,0.409845,0.24014,0.140165,0.435255,0.04618,-0.10151,0.14411475,-0.260005,0.12271,-0.337215,-0.305395,-0.28261,-0.4037725,-0.387525
"Anisomycin/ANISOMYCIN","Anisomycin/ANISOMYCIN",253602,NA,2,"Prestwick/Spectrum","15 uM/30 uM",265.3,"302/302",FALSE,"760/760","NaN/NaN",-0.3520255,-0.172465,-0.1087385,-0.067385,-0.2853415,-0.10072,-0.32719,-0.289731,0.36895,0.180343,0.18384,0.199185,0.223905,0.06407,0.156224,0.21190425,-0.24994,-0.113689,0.1424974,-0.373485,0.10517,-0.248705,0.08624,-0.23986,0.139726,0.032055
"Lactobionic acid","Lactobionic acid",7314,NA,1,"Prestwick","15 uM",358.3,"406",FALSE,"772","NaN",0.02062,0.38588,-0.38987,0.14007,0.24181,0.2824,-0.48301,-0.040383,0.62025,0.37106,0.93383,0.71771,0.94955,0.91342,0.65135,-0.25591,0.43917,0.62913,-0.0013479,-0.50903,-0.26211,-0.91965,-0.33897,-0.98608,-0.021923,-0.39807
"Cefixime","Cefixime",5362065,"D06OVY",1,"Prestwick","15 uM",453.5,"861",FALSE,"439","SY-CW-",-0.1137,0.36538,-0.30359,0.26291,0.19077,0.16105,-0.48527,-0.31052,0.46899,0.27851,0.70551,0.74312,0.83573,0.84167,0.30848,0.16725,0.66947,0.42928,-0.11922,-0.22977,-0.20373,-0.88526,0.14812,-1.043,0.21772,-0.20209
"Pantothenic acid calcium salt monohydrate","Pantothenic acid",6613,"D07SJT",1,"Prestwick","15 uM",219.23,"239",FALSE,"637","NaN",0.26319,0.60685,0.26856,0.44036,0.048717,0.43321,-0.4943,-0.34262,0.042989,-0.11602,0.33178,0.33949,0.38714,0.88669,0.64338,0.12493,0.32053,0.31351,0.038486,-0.42065,-0.22125,-0.88474,-0.23968,-0.85407,0.07648,-0.25801
"Enoxacin/ENOXACIN","Enoxacin/ENOXACIN",3229,"D0R8ER",2,"Prestwick/Spectrum","15 uM/30 uM",320.32,"521/521",FALSE,"437/437","TO-2-/TO-2-",0.1586935,0.33308,0.16668,0.579035,-0.1691125,0.03412,-0.1781,-0.324255,-0.015425,-0.251677,0.02857,-0.128805,-0.067655,0.572775,0.408745,0.31886,0.544135,0.107342,0.043795,-0.184775,0.25231,-0.393015,-0.339658,0.1577615,-0.0342625,0.0864815
"Amethopterin (R,S)","Amethopterin",4112,NA,1,"Prestwick","15 uM",454.4,"704",FALSE,"172","UN",0.14593,0.52534,-0.18765,-0.025487,-0.062998,0.47413,-0.24693,0.17093,0.13961,-0.048839,0.24351,0.14485,0.21502,0.99314,0.97451,-0.12575,0.18009,0.69561,0.73243,-0.37361,-0.19385,-0.80012,-0.59035,-0.24333,0.15151,-0.097834
"Thyroxine(L)/Thyroxine","Thyroxine/Thyroxine",5819,"D06RGG",2,"Prestwick/Spectrum","15 uM/30 uM",776.87,"420/420",TRUE,"478/478","THYR+/THYR+",1.769835,2.8027,0.716595,-0.0864875,3.10035,9.0623445,0.30888,-0.449725,-1.405,-1.6551,-1.3411,-1.53765,-1.67065,-0.03865,2.2179,-0.89547,-1.392355,1.264295,5.90545,-0.006685,-0.049405,0.120025,-1.45979,-0.0816092,-0.24326,-0.153575
"Carbarsone","Carbarsone",8480,NA,1,"Prestwick","15 uM",260.08,"256",FALSE,"639","NaN",0.60685,1.0414,0.050634,0.26581,0.60012,1.3002,-0.21696,-0.43278,-0.53908,-0.67765,-0.32963,-0.25442,-0.3236,0.89716,1.0303,-0.49622,-0.39238,0.78687,0.9793,-0.23327,0.084754,-0.64396,-0.61828,-0.11282,0.018342,-0.052386
"Cyanocobalamin","Cyanocobalamin",5311498,"D0FR6I",1,"Prestwick","15 uM",1355.4,"3220",FALSE,"273","MEMACOA+",0.31943,0.45316,0.14798,-0.052476,0.040121,0.81737,-0.26916,-0.24675,-0.343,-0.17522,-0.35482,0.089536,-0.10885,0.80183,0.49512,-0.24638,-0.049629,0.61958,0.33384,-0.21659,0.044451,-0.72693,-0.45264,-0.43634,-0.23288,-0.40726
