"cid","tid","TARGETID","keggid","keggname"
3797,"D0YX5U","T23172","hsa04550","Signaling pathways regulating pluripotency of stem cells"
3797,"D0YX5U","T23172","hsa04630","Jak-STAT signaling pathway"
3797,"D0YX5U","T23172","hsa05162","Measles"
3797,"D0YX5U","T23172","hsa05166","HTLV-I infection"
3797,"D0YX5U","T23172","hsa05169","Epstein-Barr virus infection"
3797,"D0YX5U","T23172","hsa05203","Viral carcinogenesis"
3797,"D0YX5U","T23172","hsa05340","Primary immunodeficiency"
3797,"D0YX5U","T62460","hsa04151","PI3K-Akt signaling pathway"
3797,"D0YX5U","T62460","hsa04380","Osteoclast differentiation"
3797,"D0YX5U","T62460","hsa04550","Signaling pathways regulating pluripotency of stem cells"
3797,"D0YX5U","T62460","hsa04630","Jak-STAT signaling pathway"
3797,"D0YX5U","T62460","hsa05140","Leishmaniasis"
3797,"D0YX5U","T62460","hsa05145","Toxoplasmosis"
3797,"D0YX5U","T62460","hsa05152","Tuberculosis"
3797,"D0YX5U","T62460","hsa05160","Hepatitis C"
3797,"D0YX5U","T62460","hsa05161","Hepatitis B"
3797,"D0YX5U","T62460","hsa05162","Measles"
3797,"D0YX5U","T62460","hsa05164","Influenza A"
3797,"D0YX5U","T62460","hsa05166","HTLV-I infection"
3797,"D0YX5U","T62460","hsa05168","Herpes simplex infection"
3797,"D0YX5U","T62460","hsa05169","Epstein-Barr virus infection"
3797,"D0YX5U","T62460","hsa05200","Pathways in cancer"
3797,"D0YX5U","T62460","hsa05203","Viral carcinogenesis"
3797,"D0YX5U","T62460","hsa05212","Pancreatic cancer"
132787,"D0P2QO","T78709","hsa04024","cAMP signaling pathway"
132787,"D0P2QO","T78709","hsa04080","Neuroactive ligand-receptor interaction"
132787,"D0P2QO","T78709","hsa04726","Serotonergic synapse"
23897,"D09TPF","T67162","hsa04015","Rap1 signaling pathway"
23897,"D09TPF","T67162","hsa04024","cAMP signaling pathway"
23897,"D09TPF","T67162","hsa04080","Neuroactive ligand-receptor interaction"
23897,"D09TPF","T67162","hsa04540","Gap junction"
23897,"D09TPF","T67162","hsa04728","Dopaminergic synapse"
23897,"D09TPF","T67162","hsa05012","Parkinson's disease"
23897,"D09TPF","T67162","hsa05030","Cocaine addiction"
23897,"D09TPF","T67162","hsa05034","Alcoholism"
3773,"D0AC2H","T26368","hsa04080","Neuroactive ligand-receptor interaction"
3773,"D0AC2H","T26368","hsa04723","Retrograde endocannabinoid signaling"
3773,"D0AC2H","T26368","hsa04727","GABAergic synapse"
3773,"D0AC2H","T26368","hsa05032","Morphine addiction"
3773,"D0AC2H","T26368","hsa05033","Nicotine addiction"
3773,"D0AC2H","T62292","hsa04080","Neuroactive ligand-receptor interaction"
3773,"D0AC2H","T62292","hsa04723","Retrograde endocannabinoid signaling"
3773,"D0AC2H","T62292","hsa04727","GABAergic synapse"
3773,"D0AC2H","T62292","hsa05032","Morphine addiction"
3773,"D0AC2H","T62292","hsa05033","Nicotine addiction"
3773,"D0AC2H","T51452","hsa04080","Neuroactive ligand-receptor interaction"
3773,"D0AC2H","T51452","hsa04723","Retrograde endocannabinoid signaling"
3773,"D0AC2H","T51452","hsa04727","GABAergic synapse"
3773,"D0AC2H","T51452","hsa05032","Morphine addiction"
3773,"D0AC2H","T51452","hsa05033","Nicotine addiction"
3773,"D0AC2H","T28722","hsa04080","Neuroactive ligand-receptor interaction"
3773,"D0AC2H","T28722","hsa04723","Retrograde endocannabinoid signaling"
3773,"D0AC2H","T28722","hsa04727","GABAergic synapse"
3773,"D0AC2H","T28722","hsa05032","Morphine addiction"
3773,"D0AC2H","T28722","hsa05033","Nicotine addiction"
4273754,"D0YZ8I","T37693","hsa04080","Neuroactive ligand-receptor interaction"
6603913,"D0X5PX","T62276","hsa04014","Ras signaling pathway"
6603913,"D0X5PX","T62276","hsa04015","Rap1 signaling pathway"
6603913,"D0X5PX","T62276","hsa04020","Calcium signaling pathway"
6603913,"D0X5PX","T62276","hsa04024","cAMP signaling pathway"
6603913,"D0X5PX","T62276","hsa04080","Neuroactive ligand-receptor interaction"
6603913,"D0X5PX","T62276","hsa04713","Circadian entrainment"
6603913,"D0X5PX","T62276","hsa04720","Long-term potentiation"
6603913,"D0X5PX","T62276","hsa04724","Glutamatergic synapse"
6603913,"D0X5PX","T62276","hsa05010","Alzheimer's disease"
6603913,"D0X5PX","T62276","hsa05014","Amyotrophic lateral sclerosis (ALS)"
6603913,"D0X5PX","T62276","hsa05016","Huntington's disease"
6603913,"D0X5PX","T62276","hsa05030","Cocaine addiction"
6603913,"D0X5PX","T62276","hsa05031","Amphetamine addiction"
6603913,"D0X5PX","T62276","hsa05033","Nicotine addiction"
6603913,"D0X5PX","T62276","hsa05034","Alcoholism"
6603913,"D0X5PX","T22285","hsa04014","Ras signaling pathway"
6603913,"D0X5PX","T22285","hsa04015","Rap1 signaling pathway"
6603913,"D0X5PX","T22285","hsa04020","Calcium signaling pathway"
6603913,"D0X5PX","T22285","hsa04024","cAMP signaling pathway"
6603913,"D0X5PX","T22285","hsa04080","Neuroactive ligand-receptor interaction"
6603913,"D0X5PX","T22285","hsa04713","Circadian entrainment"
6603913,"D0X5PX","T22285","hsa04720","Long-term potentiation"
6603913,"D0X5PX","T22285","hsa04724","Glutamatergic synapse"
6603913,"D0X5PX","T22285","hsa04728","Dopaminergic synapse"
6603913,"D0X5PX","T22285","hsa05010","Alzheimer's disease"
6603913,"D0X5PX","T22285","hsa05014","Amyotrophic lateral sclerosis (ALS)"
6603913,"D0X5PX","T22285","hsa05030","Cocaine addiction"
6603913,"D0X5PX","T22285","hsa05031","Amphetamine addiction"
6603913,"D0X5PX","T22285","hsa05033","Nicotine addiction"
6603913,"D0X5PX","T22285","hsa05034","Alcoholism"
6603913,"D0X5PX","T22285","hsa05322","Systemic lupus erythematosus"
6603913,"D0X5PX","T76414","hsa04014","Ras signaling pathway"
6603913,"D0X5PX","T76414","hsa04015","Rap1 signaling pathway"
6603913,"D0X5PX","T76414","hsa04024","cAMP signaling pathway"
6603913,"D0X5PX","T76414","hsa04080","Neuroactive ligand-receptor interaction"
6603913,"D0X5PX","T76414","hsa04713","Circadian entrainment"
6603913,"D0X5PX","T76414","hsa04720","Long-term potentiation"
6603913,"D0X5PX","T76414","hsa04724","Glutamatergic synapse"
6603913,"D0X5PX","T76414","hsa04728","Dopaminergic synapse"
6603913,"D0X5PX","T76414","hsa05010","Alzheimer's disease"
6603913,"D0X5PX","T76414","hsa05014","Amyotrophic lateral sclerosis (ALS)"
6603913,"D0X5PX","T76414","hsa05016","Huntington's disease"
6603913,"D0X5PX","T76414","hsa05030","Cocaine addiction"
6603913,"D0X5PX","T76414","hsa05031","Amphetamine addiction"
6603913,"D0X5PX","T76414","hsa05033","Nicotine addiction"
6603913,"D0X5PX","T76414","hsa05034","Alcoholism"
6603913,"D0X5PX","T76414","hsa05322","Systemic lupus erythematosus"
65710,"D0NQ5I","T92072","hsa04022","cGMP-PKG signaling pathway"
65710,"D0NQ5I","T92072","hsa04024","cAMP signaling pathway"
65710,"D0NQ5I","T92072","hsa04071","Sphingolipid signaling pathway"
65710,"D0NQ5I","T92072","hsa04080","Neuroactive ligand-receptor interaction"
65710,"D0NQ5I","T92072","hsa05032","Morphine addiction"
65710,"D0NQ5I","T77365","hsa04015","Rap1 signaling pathway"
65710,"D0NQ5I","T77365","hsa04020","Calcium signaling pathway"
65710,"D0NQ5I","T77365","hsa04024","cAMP signaling pathway"
65710,"D0NQ5I","T77365","hsa04080","Neuroactive ligand-receptor interaction"
65710,"D0NQ5I","T77365","hsa04270","Vascular smooth muscle contraction"
65710,"D0NQ5I","T77365","hsa05012","Parkinson's disease"
65710,"D0NQ5I","T77365","hsa05034","Alcoholism"
6603915,"D0Z1LY","T78709","hsa04024","cAMP signaling pathway"
6603915,"D0Z1LY","T78709","hsa04080","Neuroactive ligand-receptor interaction"
6603915,"D0Z1LY","T78709","hsa04726","Serotonergic synapse"
4495,"D0C0JT","T66665","hsa00590","Arachidonic acid metabolism"
4495,"D0C0JT","T66665","hsa01100","Metabolic pathways"
4495,"D0C0JT","T66665","hsa04064","NF-kappa B signaling pathway"
4495,"D0C0JT","T66665","hsa04370","VEGF signaling pathway"
4495,"D0C0JT","T66665","hsa04668","TNF signaling pathway"
4495,"D0C0JT","T66665","hsa04723","Retrograde endocannabinoid signaling"
4495,"D0C0JT","T66665","hsa04726","Serotonergic synapse"
4495,"D0C0JT","T66665","hsa04913","Ovarian steroidogenesis"
4495,"D0C0JT","T66665","hsa04921","Oxytocin signaling pathway"
4495,"D0C0JT","T66665","hsa04923","Regulation of lipolysis in adipocytes"
4495,"D0C0JT","T66665","hsa05140","Leishmaniasis"
4495,"D0C0JT","T66665","hsa05200","Pathways in cancer"
4495,"D0C0JT","T66665","hsa05204","Chemical carcinogenesis"
4495,"D0C0JT","T66665","hsa05206","MicroRNAs in cancer"
4495,"D0C0JT","T66665","hsa05222","Small cell lung cancer"
4495,"D0C0JT","T46084","hsa04060","Cytokine-cytokine receptor interaction"
4495,"D0C0JT","T46084","hsa04068","FoxO signaling pathway"
4495,"D0C0JT","T46084","hsa04210","Apoptosis"
4495,"D0C0JT","T46084","hsa04650","Natural killer cell mediated cytotoxicity"
4495,"D0C0JT","T46084","hsa05162","Measles"
4495,"D0C0JT","T46084","hsa05164","Influenza A"
3802,"D0G0IQ","T24983","hsa04080","Neuroactive ligand-receptor interaction"
3802,"D0G0IQ","T24983","hsa04728","Dopaminergic synapse"
3825,"D0W9WF","T66665","hsa00590","Arachidonic acid metabolism"
3825,"D0W9WF","T66665","hsa01100","Metabolic pathways"
3825,"D0W9WF","T66665","hsa04064","NF-kappa B signaling pathway"
3825,"D0W9WF","T66665","hsa04370","VEGF signaling pathway"
3825,"D0W9WF","T66665","hsa04668","TNF signaling pathway"
3825,"D0W9WF","T66665","hsa04723","Retrograde endocannabinoid signaling"
3825,"D0W9WF","T66665","hsa04726","Serotonergic synapse"
3825,"D0W9WF","T66665","hsa04913","Ovarian steroidogenesis"
3825,"D0W9WF","T66665","hsa04921","Oxytocin signaling pathway"
3825,"D0W9WF","T66665","hsa04923","Regulation of lipolysis in adipocytes"
3825,"D0W9WF","T66665","hsa05140","Leishmaniasis"
3825,"D0W9WF","T66665","hsa05200","Pathways in cancer"
3825,"D0W9WF","T66665","hsa05204","Chemical carcinogenesis"
3825,"D0W9WF","T66665","hsa05206","MicroRNAs in cancer"
3825,"D0W9WF","T66665","hsa05222","Small cell lung cancer"
5311198,"D0WE4C","T97613","hsa04080","Neuroactive ligand-receptor interaction"
5311198,"D0WE4C","T97613","hsa04713","Circadian entrainment"
3827,"D0YG7M","T77913","hsa04020","Calcium signaling pathway"
3827,"D0YG7M","T77913","hsa04080","Neuroactive ligand-receptor interaction"
3827,"D0YG7M","T77913","hsa04750","Inflammatory mediator regulation of TRP channels"
3845,"D01SHB","T62276","hsa04014","Ras signaling pathway"
3845,"D01SHB","T62276","hsa04015","Rap1 signaling pathway"
3845,"D01SHB","T62276","hsa04020","Calcium signaling pathway"
3845,"D01SHB","T62276","hsa04024","cAMP signaling pathway"
3845,"D01SHB","T62276","hsa04080","Neuroactive ligand-receptor interaction"
3845,"D01SHB","T62276","hsa04713","Circadian entrainment"
3845,"D01SHB","T62276","hsa04720","Long-term potentiation"
3845,"D01SHB","T62276","hsa04724","Glutamatergic synapse"
3845,"D01SHB","T62276","hsa05010","Alzheimer's disease"
3845,"D01SHB","T62276","hsa05014","Amyotrophic lateral sclerosis (ALS)"
3845,"D01SHB","T62276","hsa05016","Huntington's disease"
3845,"D01SHB","T62276","hsa05030","Cocaine addiction"
3845,"D01SHB","T62276","hsa05031","Amphetamine addiction"
3845,"D01SHB","T62276","hsa05033","Nicotine addiction"
3845,"D01SHB","T62276","hsa05034","Alcoholism"
3845,"D01SHB","T22285","hsa04014","Ras signaling pathway"
3845,"D01SHB","T22285","hsa04015","Rap1 signaling pathway"
3845,"D01SHB","T22285","hsa04020","Calcium signaling pathway"
3845,"D01SHB","T22285","hsa04024","cAMP signaling pathway"
3845,"D01SHB","T22285","hsa04080","Neuroactive ligand-receptor interaction"
3845,"D01SHB","T22285","hsa04713","Circadian entrainment"
3845,"D01SHB","T22285","hsa04720","Long-term potentiation"
3845,"D01SHB","T22285","hsa04724","Glutamatergic synapse"
3845,"D01SHB","T22285","hsa04728","Dopaminergic synapse"
3845,"D01SHB","T22285","hsa05010","Alzheimer's disease"
3845,"D01SHB","T22285","hsa05014","Amyotrophic lateral sclerosis (ALS)"
3845,"D01SHB","T22285","hsa05030","Cocaine addiction"
3845,"D01SHB","T22285","hsa05031","Amphetamine addiction"
3845,"D01SHB","T22285","hsa05033","Nicotine addiction"
3845,"D01SHB","T22285","hsa05034","Alcoholism"
3845,"D01SHB","T22285","hsa05322","Systemic lupus erythematosus"
3845,"D01SHB","T76414","hsa04014","Ras signaling pathway"
3845,"D01SHB","T76414","hsa04015","Rap1 signaling pathway"
3845,"D01SHB","T76414","hsa04024","cAMP signaling pathway"
3845,"D01SHB","T76414","hsa04080","Neuroactive ligand-receptor interaction"
3845,"D01SHB","T76414","hsa04713","Circadian entrainment"
3845,"D01SHB","T76414","hsa04720","Long-term potentiation"
3845,"D01SHB","T76414","hsa04724","Glutamatergic synapse"
3845,"D01SHB","T76414","hsa04728","Dopaminergic synapse"
3845,"D01SHB","T76414","hsa05010","Alzheimer's disease"
3845,"D01SHB","T76414","hsa05014","Amyotrophic lateral sclerosis (ALS)"
3845,"D01SHB","T76414","hsa05016","Huntington's disease"
3845,"D01SHB","T76414","hsa05030","Cocaine addiction"
3845,"D01SHB","T76414","hsa05031","Amphetamine addiction"
3845,"D01SHB","T76414","hsa05033","Nicotine addiction"
3845,"D01SHB","T76414","hsa05034","Alcoholism"
3845,"D01SHB","T76414","hsa05322","Systemic lupus erythematosus"
5480230,"D05QJS","T47768","hsa04080","Neuroactive ligand-receptor interaction"
5480230,"D05QJS","T47768","hsa04915","Estrogen signaling pathway"
5480230,"D05QJS","T47768","hsa05032","Morphine addiction"
5480230,"D05QJS","T58992","hsa04022","cGMP-PKG signaling pathway"
5480230,"D05QJS","T58992","hsa04071","Sphingolipid signaling pathway"
5480230,"D05QJS","T58992","hsa04080","Neuroactive ligand-receptor interaction"
5480230,"D05QJS","T60693","hsa04080","Neuroactive ligand-receptor interaction"
4431,"D0L9SN","T78709","hsa04024","cAMP signaling pathway"
4431,"D0L9SN","T78709","hsa04080","Neuroactive ligand-receptor interaction"
4431,"D0L9SN","T78709","hsa04726","Serotonergic synapse"
3820,"D00PWQ","T70977","hsa04012","ErbB signaling pathway"
3820,"D00PWQ","T70977","hsa04062","Chemokine signaling pathway"
3820,"D00PWQ","T70977","hsa04110","Cell cycle"
3820,"D00PWQ","T70977","hsa04151","PI3K-Akt signaling pathway"
3820,"D00PWQ","T70977","hsa04310","Wnt signaling pathway"
3820,"D00PWQ","T70977","hsa04340","Hedgehog signaling pathway"
3820,"D00PWQ","T70977","hsa04360","Axon guidance"
3820,"D00PWQ","T70977","hsa04390","Hippo signaling pathway"
3820,"D00PWQ","T70977","hsa04510","Focal adhesion"
3820,"D00PWQ","T70977","hsa04550","Signaling pathways regulating pluripotency of stem cells"
3820,"D00PWQ","T70977","hsa04660","T cell receptor signaling pathway"
3820,"D00PWQ","T70977","hsa04662","B cell receptor signaling pathway"
3820,"D00PWQ","T70977","hsa04722","Neurotrophin signaling pathway"
3820,"D00PWQ","T70977","hsa04728","Dopaminergic synapse"
3820,"D00PWQ","T70977","hsa04910","Insulin signaling pathway"
3820,"D00PWQ","T70977","hsa04916","Melanogenesis"
3820,"D00PWQ","T70977","hsa04917","Prolactin signaling pathway"
3820,"D00PWQ","T70977","hsa04919","Thyroid hormone signaling pathway"
3820,"D00PWQ","T70977","hsa04932","Non-alcoholic fatty liver disease (NAFLD)"
3820,"D00PWQ","T70977","hsa05010","Alzheimer's disease"
3820,"D00PWQ","T70977","hsa05160","Hepatitis C"
3820,"D00PWQ","T70977","hsa05162","Measles"
3820,"D00PWQ","T70977","hsa05164","Influenza A"
3820,"D00PWQ","T70977","hsa05166","HTLV-I infection"
3820,"D00PWQ","T70977","hsa05169","Epstein-Barr virus infection"
3820,"D00PWQ","T70977","hsa05200","Pathways in cancer"
3820,"D00PWQ","T70977","hsa05210","Colorectal cancer"
3820,"D00PWQ","T70977","hsa05213","Endometrial cancer"
3820,"D00PWQ","T70977","hsa05215","Prostate cancer"
3820,"D00PWQ","T70977","hsa05217","Basal cell carcinoma"
3820,"D00PWQ","T49898","hsa04110","Cell cycle"
3820,"D00PWQ","T49898","hsa04114","Oocyte meiosis"
3820,"D00PWQ","T49898","hsa04115","p53 signaling pathway"
3820,"D00PWQ","T49898","hsa04540","Gap junction"
3820,"D00PWQ","T49898","hsa04914","Progesterone-mediated oocyte maturation"
3820,"D00PWQ","T49898","hsa05168","Herpes simplex infection"
3820,"D00PWQ","T49898","hsa05169","Epstein-Barr virus infection"
3820,"D00PWQ","T49898","hsa05203","Viral carcinogenesis"
3820,"D00PWQ","T20973","hsa04360","Axon guidance"
3820,"D00PWQ","T20973","hsa05010","Alzheimer's disease"
3820,"D00PWQ","T20973","hsa05030","Cocaine addiction"
3820,"D00PWQ","T98459","hsa04068","FoxO signaling pathway"
3820,"D00PWQ","T98459","hsa04110","Cell cycle"
3820,"D00PWQ","T98459","hsa04114","Oocyte meiosis"
3820,"D00PWQ","T98459","hsa04115","p53 signaling pathway"
3820,"D00PWQ","T98459","hsa04914","Progesterone-mediated oocyte maturation"
54682505,"D0M1WN","T62276","hsa04014","Ras signaling pathway"
54682505,"D0M1WN","T62276","hsa04015","Rap1 signaling pathway"
54682505,"D0M1WN","T62276","hsa04020","Calcium signaling pathway"
54682505,"D0M1WN","T62276","hsa04024","cAMP signaling pathway"
54682505,"D0M1WN","T62276","hsa04080","Neuroactive ligand-receptor interaction"
54682505,"D0M1WN","T62276","hsa04713","Circadian entrainment"
54682505,"D0M1WN","T62276","hsa04720","Long-term potentiation"
54682505,"D0M1WN","T62276","hsa04724","Glutamatergic synapse"
54682505,"D0M1WN","T62276","hsa05010","Alzheimer's disease"
54682505,"D0M1WN","T62276","hsa05014","Amyotrophic lateral sclerosis (ALS)"
54682505,"D0M1WN","T62276","hsa05016","Huntington's disease"
54682505,"D0M1WN","T62276","hsa05030","Cocaine addiction"
54682505,"D0M1WN","T62276","hsa05031","Amphetamine addiction"
54682505,"D0M1WN","T62276","hsa05033","Nicotine addiction"
54682505,"D0M1WN","T62276","hsa05034","Alcoholism"
54682505,"D0M1WN","T22285","hsa04014","Ras signaling pathway"
54682505,"D0M1WN","T22285","hsa04015","Rap1 signaling pathway"
54682505,"D0M1WN","T22285","hsa04020","Calcium signaling pathway"
54682505,"D0M1WN","T22285","hsa04024","cAMP signaling pathway"
54682505,"D0M1WN","T22285","hsa04080","Neuroactive ligand-receptor interaction"
54682505,"D0M1WN","T22285","hsa04713","Circadian entrainment"
54682505,"D0M1WN","T22285","hsa04720","Long-term potentiation"
54682505,"D0M1WN","T22285","hsa04724","Glutamatergic synapse"
54682505,"D0M1WN","T22285","hsa04728","Dopaminergic synapse"
54682505,"D0M1WN","T22285","hsa05010","Alzheimer's disease"
54682505,"D0M1WN","T22285","hsa05014","Amyotrophic lateral sclerosis (ALS)"
54682505,"D0M1WN","T22285","hsa05030","Cocaine addiction"
54682505,"D0M1WN","T22285","hsa05031","Amphetamine addiction"
54682505,"D0M1WN","T22285","hsa05033","Nicotine addiction"
54682505,"D0M1WN","T22285","hsa05034","Alcoholism"
54682505,"D0M1WN","T22285","hsa05322","Systemic lupus erythematosus"
54682505,"D0M1WN","T76414","hsa04014","Ras signaling pathway"
54682505,"D0M1WN","T76414","hsa04015","Rap1 signaling pathway"
54682505,"D0M1WN","T76414","hsa04024","cAMP signaling pathway"
54682505,"D0M1WN","T76414","hsa04080","Neuroactive ligand-receptor interaction"
54682505,"D0M1WN","T76414","hsa04713","Circadian entrainment"
54682505,"D0M1WN","T76414","hsa04720","Long-term potentiation"
54682505,"D0M1WN","T76414","hsa04724","Glutamatergic synapse"
54682505,"D0M1WN","T76414","hsa04728","Dopaminergic synapse"
54682505,"D0M1WN","T76414","hsa05010","Alzheimer's disease"
54682505,"D0M1WN","T76414","hsa05014","Amyotrophic lateral sclerosis (ALS)"
54682505,"D0M1WN","T76414","hsa05016","Huntington's disease"
54682505,"D0M1WN","T76414","hsa05030","Cocaine addiction"
54682505,"D0M1WN","T76414","hsa05031","Amphetamine addiction"
54682505,"D0M1WN","T76414","hsa05033","Nicotine addiction"
54682505,"D0M1WN","T76414","hsa05034","Alcoholism"
54682505,"D0M1WN","T76414","hsa05322","Systemic lupus erythematosus"
6603900,"D0A4NO","T74456","hsa04020","Calcium signaling pathway"
6603900,"D0A4NO","T74456","hsa04022","cGMP-PKG signaling pathway"
6603900,"D0A4NO","T74456","hsa04080","Neuroactive ligand-receptor interaction"
6603900,"D0A4NO","T74456","hsa04261","Adrenergic signaling in cardiomyocytes"
6603900,"D0A4NO","T74456","hsa04270","Vascular smooth muscle contraction"
6603900,"D0A4NO","T74456","hsa04614","Renin-angiotensin system"
6603900,"D0A4NO","T74456","hsa04924","Renin secretion"
6603900,"D0A4NO","T74456","hsa05200","Pathways in cancer"
6603900,"D0A4NO","T09909","hsa04080","Neuroactive ligand-receptor interaction"
6603900,"D0A4NO","T09909","hsa04261","Adrenergic signaling in cardiomyocytes"
6603900,"D0A4NO","T09909","hsa04614","Renin-angiotensin system"
5311304,"D01KQA","T60693","hsa04080","Neuroactive ligand-receptor interaction"
71398,"D0U3YB","T14597","hsa04012","ErbB signaling pathway"
71398,"D0U3YB","T14597","hsa04020","Calcium signaling pathway"
71398,"D0U3YB","T14597","hsa04066","HIF-1 signaling pathway"
71398,"D0U3YB","T14597","hsa04510","Focal adhesion"
71398,"D0U3YB","T14597","hsa04520","Adherens junction"
71398,"D0U3YB","T14597","hsa05200","Pathways in cancer"
71398,"D0U3YB","T14597","hsa05205","Proteoglycans in cancer"
71398,"D0U3YB","T14597","hsa05206","MicroRNAs in cancer"
71398,"D0U3YB","T14597","hsa05212","Pancreatic cancer"
71398,"D0U3YB","T14597","hsa05213","Endometrial cancer"
71398,"D0U3YB","T14597","hsa05215","Prostate cancer"
71398,"D0U3YB","T14597","hsa05219","Bladder cancer"
71398,"D0U3YB","T14597","hsa05223","Non-small cell lung cancer"
71398,"D0U3YB","T14597","hsa05230","Central carbon metabolism in cancer"
9872389,"D0Q8RX","T84486","hsa04020","Calcium signaling pathway"
9872389,"D0Q8RX","T84486","hsa04024","cAMP signaling pathway"
9872389,"D0Q8RX","T84486","hsa04080","Neuroactive ligand-receptor interaction"
9872389,"D0Q8RX","T84486","hsa04921","Oxytocin signaling pathway"
101616,"D01IVE","T48873","hsa04721","Synaptic vesicle cycle"
101616,"D01IVE","T48873","hsa04726","Serotonergic synapse"
101616,"D01IVE","T48873","hsa04728","Dopaminergic synapse"
101616,"D01IVE","T48873","hsa05012","Parkinson's disease"
101616,"D01IVE","T48873","hsa05030","Cocaine addiction"
101616,"D01IVE","T48873","hsa05031","Amphetamine addiction"
101616,"D01IVE","T48873","hsa05034","Alcoholism"
89594,"D0T8GD","T78111","hsa04080","Neuroactive ligand-receptor interaction"
440005,"D0GC1Y","T06046","hsa00330","Arginine and proline metabolism"
440005,"D0GC1Y","T06046","hsa01100","Metabolic pathways"
440005,"D0GC1Y","T06046","hsa04020","Calcium signaling pathway"
440005,"D0GC1Y","T06046","hsa04022","cGMP-PKG signaling pathway"
440005,"D0GC1Y","T06046","hsa04066","HIF-1 signaling pathway"
440005,"D0GC1Y","T06046","hsa04071","Sphingolipid signaling pathway"
440005,"D0GC1Y","T06046","hsa04151","PI3K-Akt signaling pathway"
440005,"D0GC1Y","T06046","hsa04370","VEGF signaling pathway"
440005,"D0GC1Y","T06046","hsa04611","Platelet activation"
440005,"D0GC1Y","T06046","hsa04915","Estrogen signaling pathway"
440005,"D0GC1Y","T06046","hsa04921","Oxytocin signaling pathway"
440005,"D0GC1Y","T16117","hsa00330","Arginine and proline metabolism"
440005,"D0GC1Y","T16117","hsa01100","Metabolic pathways"
440005,"D0GC1Y","T16117","hsa04020","Calcium signaling pathway"
440005,"D0GC1Y","T16117","hsa04145","Phagosome"
440005,"D0GC1Y","T16117","hsa04713","Circadian entrainment"
440005,"D0GC1Y","T16117","hsa04730","Long-term depression"
440005,"D0GC1Y","T16117","hsa04970","Salivary secretion"
440005,"D0GC1Y","T16117","hsa05010","Alzheimer's disease"
440005,"D0GC1Y","T16117","hsa05014","Amyotrophic lateral sclerosis (ALS)"
4436,"D0O6IZ","T67162","hsa04015","Rap1 signaling pathway"
4436,"D0O6IZ","T67162","hsa04024","cAMP signaling pathway"
4436,"D0O6IZ","T67162","hsa04080","Neuroactive ligand-receptor interaction"
4436,"D0O6IZ","T67162","hsa04540","Gap junction"
4436,"D0O6IZ","T67162","hsa04728","Dopaminergic synapse"
4436,"D0O6IZ","T67162","hsa05012","Parkinson's disease"
4436,"D0O6IZ","T67162","hsa05030","Cocaine addiction"
4436,"D0O6IZ","T67162","hsa05034","Alcoholism"
1678,"D0Z1ZI","T09215","mtu00630","Glyoxylate and dicarboxylate metabolism"
1678,"D0Z1ZI","T09215","mtu01100","Metabolic pathways"
1678,"D0Z1ZI","T09215","mtu01110","Biosynthesis of secondary metabolites"
1678,"D0Z1ZI","T09215","mtu01120","Microbial metabolism in diverse environments"
1678,"D0Z1ZI","T09215","mtu01200","Carbon metabolism"
39836,"D0D3AI","T06046","hsa00330","Arginine and proline metabolism"
39836,"D0D3AI","T06046","hsa01100","Metabolic pathways"
39836,"D0D3AI","T06046","hsa04020","Calcium signaling pathway"
39836,"D0D3AI","T06046","hsa04022","cGMP-PKG signaling pathway"
39836,"D0D3AI","T06046","hsa04066","HIF-1 signaling pathway"
39836,"D0D3AI","T06046","hsa04071","Sphingolipid signaling pathway"
39836,"D0D3AI","T06046","hsa04151","PI3K-Akt signaling pathway"
39836,"D0D3AI","T06046","hsa04370","VEGF signaling pathway"
39836,"D0D3AI","T06046","hsa04611","Platelet activation"
39836,"D0D3AI","T06046","hsa04915","Estrogen signaling pathway"
39836,"D0D3AI","T06046","hsa04921","Oxytocin signaling pathway"
4543,"D04WFD","T27812","hsa04726","Serotonergic synapse"
3899,"D08ROP","T01318","hsa00240","Pyrimidine metabolism"
3899,"D08ROP","T01318","hsa01100","Metabolic pathways"
6604042,"D00GOY","T32060","hsa04020","Calcium signaling pathway"
6604042,"D00GOY","T32060","hsa04080","Neuroactive ligand-receptor interaction"
6604042,"D00GOY","T32060","hsa04540","Gap junction"
6604042,"D00GOY","T32060","hsa04726","Serotonergic synapse"
6604042,"D00GOY","T32060","hsa04750","Inflammatory mediator regulation of TRP channels"
6604042,"D00GOY","T83813","hsa04020","Calcium signaling pathway"
6604042,"D00GOY","T83813","hsa04080","Neuroactive ligand-receptor interaction"
6604042,"D00GOY","T83813","hsa04540","Gap junction"
6604042,"D00GOY","T83813","hsa04726","Serotonergic synapse"
6604042,"D00GOY","T83813","hsa04750","Inflammatory mediator regulation of TRP channels"
6604042,"D00GOY","T31204","hsa04020","Calcium signaling pathway"
6604042,"D00GOY","T31204","hsa04080","Neuroactive ligand-receptor interaction"
6604042,"D00GOY","T31204","hsa04540","Gap junction"
6604042,"D00GOY","T31204","hsa04726","Serotonergic synapse"
6604042,"D00GOY","T31204","hsa04750","Inflammatory mediator regulation of TRP channels"
4350931,"D07YLK","T46828","hsa04020","Calcium signaling pathway"
4350931,"D07YLK","T46828","hsa04024","cAMP signaling pathway"
4350931,"D07YLK","T46828","hsa04080","Neuroactive ligand-receptor interaction"
